CREATED,BIC NUMBER,ACCOUNT NAME,CITY,STATE,MARKET,APPLICATION TYPE
06/12/2019,HPA-71,MR. G INTERNATIONAL PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/18/2019,HPM-33,"NEBRASKALAND, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
04/20/2018,HPP-480238,"FADARO FANCY FOODS, CORP.",HAWORTH,NJ,Hunts Point Produce Market,Public Wholesale Market
02/19/2020,HPA-31,"LOBOY FOODS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/22/2018,FFM-113,FRANK W. WILKISSON INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/19/2018,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/07/2020,HPA-503253,OCEANBOX WHOLESALE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/27/2020,GMM-487693,TCL TRADING INC.,New York,NY,Gansevoort Meat Market,Public Wholesale Market
06/05/2019,HPM-490846,TROCHEZ MEAT CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
08/20/2018,FFM-13,"JOE MONANI FISH COMPANY, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/31/2017,HPM-31,"MTV FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/03/2019,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",WESTBURY,NY,Hunts Point Meat Market,Public Wholesale Market
08/17/2017,HPM-33,"NEBRASKALAND, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/18/2020,HPP-179,T & W PEACH SALES CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/22/2019,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/10/2017,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
12/18/2019,FFM-85,"MT. SINAI FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/06/2018,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/22/2019,HPM-495335,"UNITED FOOD AND COMMERCIAL WORKER UNION LOCAL 342, AFLCIO",MINEOLA,NY,Hunts Point Meat Market,Union
12/21/2018,HPP-34,FRUITCO CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/27/2019,HPA-491764,WILD EDIBLES INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
09/07/2020,HPP-121,PORRICELLI INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/03/2020,FFM-488936,ALBATROSS FISH CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
05/28/2020,HPM-70,BETTER MEAT WHOLESALE CORP.,TEANECK,NJ,Hunts Point Meat Market,Market Business
02/01/2019,HPM-49,KALIVIA FOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/31/2019,HPP-480238,"FADARO FANCY FOODS, CORP.",HAWORTH,NJ,Hunts Point Produce Market,Public Wholesale Market
09/04/2017,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/16/2020,HPM-60,R & W PROVISIONS CO. INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/26/2018,HPM-490846,TROCHEZ MEAT CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
03/05/2019,BMM-24,AGRI STAR DISTRIBUTION LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
12/05/2017,GMM-12,"J.T. JOBBAGY, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
07/16/2019,HPP-171,"VEG-PAK DIST. CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/22/2019,FFM-85,"MT. SINAI FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/02/2018,HPP-40,RUBIN BROS. PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/14/2020,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/18/2020,HPP-171,"VEG-PAK DIST. CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/03/2018,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/28/2021,FFM-4,CLEARWATER FISH COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/01/2018,HPP-179,T & W PEACH SALES CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/18/2019,HPM-485211,GLATT BOYS KOSHER MEAT INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/27/2017,HPP-174,MIL - ART TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
12/30/2019,BMM-14,"CHOWS BROTHERS WHOLESALE MEAT CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/27/2018,HPM-489909,"DAVID MOSNER, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/04/2019,HPP-113,"C AND J BROTHERS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/11/2017,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/31/2018,HPP-23,"D'ARRIGO BROS. CO. OF NEW YORK, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/17/2019,HPP-181,3 J'S TRUCKING LLC,BRONX,NY,Hunts Point Produce Market,Market Business
03/18/2019,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
04/06/2018,HPP-174,MIL - ART TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
09/20/2017,HPA-73,"UOYA, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/11/2021,GMM-487693,TCL TRADING INC.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
06/10/2019,HPM-15,"GARDEN MANOR FARMS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/15/2018,FFM-110,"G & G SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/10/2018,HPP-25,"E. ARMATA, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/13/2019,BMM-32,SPRINGFIELD GROUP INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/02/2019,BMM-501280,JACKIE'S APPLES CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/17/2020,HPA-66,PREMIUM OCEAN LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/09/2017,HPP-56,KATZMAN  BERRY CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/20/2021,HPM-501962,JAPAN PREMIUM BEEF INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/15/2018,BMM-20,"ALEX MEAT & PROVISION, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
09/07/2020,HPP-179,T & W PEACH SALES CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/02/2017,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/04/2019,HPP-84,"ROBT. T. COCHRAN & CO., INCORPORATED",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/07/2017,HPM-490995,CCM FOOD SERVICE LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/08/2017,HPA-10,"BANANA DISTRIBUTORS OF NEW YORK, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/07/2019,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/11/2021,BMM-29,PIERLESS FISH CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
12/26/2017,BMM-24,AGRI STAR DISTRIBUTION LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/09/2019,BMM-3,"L. DONTIS PRODUCE COMPANY, INCORPORATED",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/17/2019,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
08/22/2018,GMM-5,GANSEVOORT MARKET COFFEE SHOP INC.,New York,NY,Gansevoort Meat Market,Market Business
03/02/2020,FFM-4,CLEARWATER FISH COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/31/2021,HPP-103,"J. MARGIOTTA COMPANY, LLC",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/09/2018,HPA-36,DAIRYLAND USA CORPORATION,RIDGEFIELD,CT,Adjacent to Hunts Point Market,Public Wholesale Market
03/05/2019,HPA-491764,WILD EDIBLES INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
06/30/2020,HPM-487825,"MOORES SPECIALTY MEAT PRODUCTS, INC.",Bronx,NY,Hunts Point Meat Market,Public Wholesale Market
07/04/2019,FFM-152,MEADE DIGITAL ENTERPRISES CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/08/2018,HPM-13,"FANCY FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/03/2019,HPM-39,"PORK KING SAUSAGE, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/02/2018,HPA-68,"DOWN EAST & SEAFOOD, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/15/2017,HPP-476284,SOUTH SIDE GOURMET CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/26/2019,HPM-8,C & C MEATS CORPORATION,POUGHKEEPSIE,NY,Hunts Point Meat Market,Public Wholesale Market
04/23/2018,FFM-149,DISTINGUISHED SEAFOOD LLC,NEW YORK,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/03/2018,HPP-149,EA COMPANY,BRONX,NY,Hunts Point Produce Market,Market Business
01/11/2021,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/30/2018,FFM-134,J & K SEAFOOD INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/11/2019,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
03/14/2018,FFM-9,BLUE RIBBON FISH CO.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/24/2018,HPP-23,"D'ARRIGO BROS. CO. OF NEW YORK, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/15/2020,BMM-24,AGRI STAR DISTRIBUTION LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
02/04/2019,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
03/17/2021,HPM-41,SCHUSTER MEAT CORPORATION,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/17/2018,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/09/2019,GMM-9,"JOHN W. WILLIAMS, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
04/13/2020,FFM-149,DISTINGUISHED SEAFOOD LLC,NEW YORK,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/03/2018,GMM-3,LONDON MANHATTAN CORP.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
10/19/2020,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/29/2018,HPP-486084,"K & S BUYING SERVICE, INC.",WHITESTONE,NY,Hunts Point Produce Market,Market Business
05/03/2019,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/22/2020,HPP-485218,IGUA PRODUCE INC.,BROOKLYN,NY,Hunts Point Produce Market,Market Business
01/13/2021,FFM-490171,PACIFIC GOLD SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
10/25/2017,HPP-69,"M & R TRADING CO., INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/25/2019,HPA-55,LUCERO PRODUCE II CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/22/2020,FFM-152,MEADE DIGITAL ENTERPRISES CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/18/2018,FFM-143,FULTON CAF INC,BRONX,NY,Hunts Point New Fulton Fish Market,Market Business
03/12/2021,HPP-486574,"TITUS BUYING SERVICE, INC.",ROSLYN HEIGHTS,NY,Hunts Point Produce Market,Market Business
04/09/2018,BMM-28,NISSIM GOURMET KOSHER FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
01/05/2021,HPA-491968,"EBEN WHOLESALE, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/10/2020,HPM-490995,CCM FOOD SERVICE LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/24/2017,GMM-5,GANSEVOORT MARKET COFFEE SHOP INC.,New York,NY,Gansevoort Meat Market,Market Business
09/26/2018,HPP-57,"S.KATZMAN PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/27/2018,HPM-44,"WEST SIDE FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
02/20/2019,GMM-8,INTERSTATE FOODS INC.,BRONX,NY,Gansevoort Meat Market,Public Wholesale Market
07/31/2019,FFM-151,"SERRANTONIO & SONS, LLC",OCEAN,NJ,Hunts Point New Fulton Fish Market,Loader
01/23/2018,HPA-53,PSK AFRICAN MARKET INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/28/2019,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/27/2018,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/04/2017,HPP-119,NATIONAL FARM WHOLESALE FRUIT & VEGETABLES CORP.,ASTORIA,NY,Hunts Point Produce Market,Public Wholesale Market
03/20/2020,HPP-487184,CHOSEN VARIETY INC.,BRONX,NY,Hunts Point Produce Market,Market Business
04/14/2020,HPP-485235,ABRAHAM PRODUCE CORP,LITTLE NECK,NY,Hunts Point Produce Market,Public Wholesale Market
09/29/2020,HPP-57,"S.KATZMAN PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/04/2019,HPP-137,COOSEMANS NEW YORK INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/11/2020,FFM-113,FRANK W. WILKISSON INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/10/2020,HPP-487184,CHOSEN VARIETY INC.,BRONX,NY,Hunts Point Produce Market,Market Business
10/20/2017,GMM-8,INTERSTATE FOODS INC.,BRONX,NY,Gansevoort Meat Market,Public Wholesale Market
07/14/2020,BMM-25,CREPINI LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
08/01/2019,HPM-489909,"DAVID MOSNER, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
04/03/2018,BMM-20,"ALEX MEAT & PROVISION, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
09/07/2020,HPP-142,FITZ & PAL FOOD CENTER LLC,BRONX,NY,Hunts Point Produce Market,Market Business
01/11/2021,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/06/2018,HPA-42,CARAVEO PAPAYAS INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/16/2019,HPP-119,NATIONAL FARM WHOLESALE FRUIT & VEGETABLES CORP.,ASTORIA,NY,Hunts Point Produce Market,Public Wholesale Market
01/15/2021,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/28/2017,HPM-49,KALIVIA FOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/02/2020,HPA-42,CARAVEO PAPAYAS INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/13/2018,HPA-71,MR. G INTERNATIONAL PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/12/2017,HPA-65,BIG FARM CORP.,Bronx,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/05/2017,HPA-53,PSK AFRICAN MARKET INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/14/2020,HPM-485211,GLATT BOYS KOSHER MEAT INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/24/2021,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/04/2020,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/24/2018,HPP-159,"J & J BROS. TRUCKING, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
07/19/2018,HPA-64,"AGROSON'S, LLC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/15/2018,HPM-485211,GLATT BOYS KOSHER MEAT INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/30/2018,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
11/27/2020,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/06/2021,BMM-5,"ALEX'S MEAT DISTRIBUTORS, CORP.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/15/2020,FFM-37,"CALEB HALEY & CO., LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/29/2019,GMM-6,LOUIS ZUCKER & CO. INC.,New York,NY,Gansevoort Meat Market,Public Wholesale Market
04/20/2018,HPA-72,NO. 1 FISH INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/08/2021,FFM-134,J & K SEAFOOD INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/31/2019,HPP-57,"S.KATZMAN PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/31/2019,HPP-78,PAUL STEINBERG ASSOCIATES INC.,BRONX,NY,Hunts Point Produce Market,Market Business
10/07/2020,HPA-31,"LOBOY FOODS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/13/2020,HPP-503222,BLAIR ABSOLUTE SOLUTIONS LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/31/2018,HPA-476941,DOMINICK DORIA & SON WHOLESALE PRODUCE INC.,JERICHO,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/21/2018,HPP-105,ISSAM KANAWI CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/31/2018,BMM-16,"LANCASTER QUALITY PORK, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
03/02/2018,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/09/2018,BMM-19,"E & G FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/15/2019,BMM-30,WIEN LEE CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/26/2017,FFM-153,"PURE FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
11/07/2019,HPP-119,NATIONAL FARM WHOLESALE FRUIT & VEGETABLE CORP.,ASTORIA,NY,Hunts Point Produce Market,Public Wholesale Market
05/23/2018,HPP-49,INTERCONTINENTAL TRUCK BROKERAGE CORP.,JERICHO,NY,Hunts Point Produce Market,Market Business
03/03/2021,FFM-490015,"CROWN FISH, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/18/2021,HPA-503253,OCEANBOX WHOLESALE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/04/2021,HPP-494848,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL NO. 202,BRONX,NY,Hunts Point Produce Market,Union
10/26/2017,FFM-17,MERMAID SEA PRODUCTS INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/01/2017,HPP-149,EA COMPANY,BRONX,NY,Hunts Point Produce Market,Market Business
02/16/2021,HPP-74,"NEW YORK PRODUCE TRADE ASSOCIATION, INC.",BRONX,NY,Hunts Point Produce Market,Trade Association
12/14/2017,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/26/2017,HPP-71,"MENDEZ INTERNATIONAL TROPICAL FOODS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/12/2019,HPP-34,FRUITCO CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/08/2020,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",WESTBURY,NY,Hunts Point Meat Market,Public Wholesale Market
10/04/2018,FFM-111,"THIRD GENERATION SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/27/2018,HPP-128,PAN-HELLENIC FOOD OF N.Y. CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/17/2020,HPA-31,"LOBOY FOODS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/03/2018,BMM-5,ALEX'S MEAT DISTRIBUTORS CORP,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
01/24/2020,HPM-491193,"FRIENDLY FOOD PROVISIONS, INC.",BAYSIDE,NY,Hunts Point Meat Market,Public Wholesale Market
07/02/2019,HPP-181,3 J'S TRUCKING LLC,BRONX,NY,Hunts Point Produce Market,Market Business
03/29/2021,HPM-489909,"DAVID MOSNER, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/07/2018,HPP-490299,YOO DELIVERY SERVICE INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/11/2020,HPA-499205,OUT OF THE BLUE WHOLESALE LLC,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
06/07/2017,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/17/2021,BMM-490341,"JJ TRADING, LLC",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/11/2018,HPM-2,HUNTS POINT COOPERATIVE MARKET INC.,BRONX,NY,Hunts Point Meat Market,Trade Association
05/11/2021,HPM-495335,"UNITED FOOD AND COMMERCIAL WORKER UNION LOCAL 342, AFLCIO",MINEOLA,NY,Hunts Point Meat Market,Union
06/01/2018,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/23/2020,HPA-491764,WILD EDIBLES INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
08/26/2019,FFM-7,"BEYER LIGHTNING FISH CO., INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/10/2019,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
04/03/2020,GMM-8,INTERSTATE FOODS INC.,BRONX,NY,Gansevoort Meat Market,Public Wholesale Market
10/02/2018,HPM-10,DESOLA PROVISIONS CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/04/2019,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/25/2017,FFM-100,FAIR FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/06/2017,HPA-52,LITTLE MEXICO WHOLESALE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/08/2018,HPM-32,"MURRAY BERKOWITZ & SONS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/25/2020,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/29/2020,BMM-7,"FORT MEAT, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/20/2019,HPM-2,HUNTS POINT COOPERATIVE MARKET INC.,BRONX,NY,Hunts Point Meat Market,Trade Association
12/13/2018,HPA-22,"JUST BAGELS MANUFACTURING, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/01/2020,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/25/2020,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
07/02/2020,HPM-10,DESOLA PROVISIONS CORPORATION,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/07/2018,HPA-20,GURUM CORPORATION,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/17/2018,HPM-36,"NEW YORK MEAT, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
03/30/2021,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/07/2019,HPM-39,"PORK KING SAUSAGE, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
08/21/2017,FFM-130,"MEAT WITHOUT FEET, LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood Delivery
02/10/2021,GMM-9,"JOHN W. WILLIAMS, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
10/22/2018,HPM-44,"WEST SIDE FOODS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/06/2019,HPP-159,"J & J BROS. TRUCKING, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
10/18/2017,HPP-480238,"FADARO FANCY FOODS, CORP.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/09/2018,HPA-65,BIG FARM CORP.,Bronx,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/26/2019,BMM-1,"CHOW TRADING CO., INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
05/21/2021,HPM-41,SCHUSTER MEAT CORPORATION,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/02/2018,FFM-100,FAIR FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/19/2019,HPM-53,MASTER PURVEYORS INC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/05/2020,FFM-111,"THIRD GENERATION SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/01/2018,HPP-164,ESKAY TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/02/2018,HPA-6,FLM RADICCHIO KING INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
