CREATED,BIC NUMBER,ACCOUNT NAME,CITY,STATE,MARKET,APPLICATION TYPE
05/21/2020,HPP-486574,"TITUS BUYING SERVICE, INC.",ROSLYN HEIGHTS,NY,Hunts Point Produce Market,Market Business
12/29/2020,GMM-490040,HIGHLINE WHOLESALE INC.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
08/14/2018,FFM-149,DISTINGUISHED SEAFOOD LLC,NEW YORK,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/18/2018,HPP-486895,LEXI LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
08/21/2019,HPM-490995,CCM FOOD SERVICE LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/25/2018,HPM-60,R & W PROVISIONS CO. INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/05/2020,HPP-149,EUGENE TRAPP,BRONX,NY,Hunts Point Produce Market,Market Business
03/16/2020,HPP-157,SHARKEY'S TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/21/2017,BMM-30,WIEN LEE CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/29/2020,HPM-50,WESTERN WHOLESALE MEATS INC.,SPARTA,NJ,Hunts Point Meat Market,Public Wholesale Market
01/22/2020,HPM-12,"FOODIRECT, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/24/2020,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/31/2017,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/08/2020,FFM-152,MEADE DIGITAL ENTERPRISES CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/04/2017,HPP-125,"COUNTRYWIDE PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
06/15/2020,HPA-2,P. EAST TRADING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/03/2020,FFM-100,"FAIR FISH CO., INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/09/2019,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/26/2021,FFM-87,MONTAUK SEAFOOD CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
08/08/2017,HPM-47,"WORLD-WIDE FISH PRODUCTS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/14/2019,BMM-32,SPRINGFIELD GROUP INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
04/05/2021,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
02/12/2020,HPA-38,"CARIVE IMPORTS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
05/28/2021,HPA-35,"BEL CANTO FOODS, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/17/2020,HPP-6,"A.J. TRUCCO, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/13/2018,HPP-485304,JAMES PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/14/2019,HPP-487184,CHOSEN VARIETY INC.,BRONX,NY,Hunts Point Produce Market,Market Business
08/31/2020,HPM-42,TONY'S FISH & SEAFOOD CORP.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
10/07/2019,GMM-12,"J.T. JOBBAGY, INC.",NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
04/11/2019,HPM-11,"ENDICOTT MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/05/2019,HPM-14,FOOD BANK FOR NEW YORK CITY,NEW YORK,NY,Hunts Point Meat Market,Public Wholesale Market
10/06/2017,HPM-16,GIRANDOLA & SHUTKIND CONSTRUCTION CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
08/24/2018,HPM-489580,GROW AND BEHOLD FOODS LLC,ROCHESTER,NY,Hunts Point Meat Market,Public Wholesale Market
11/04/2020,BMM-8,"KING SOLOMON FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
01/29/2021,HPM-70,BETTER MEAT WHOLESALE CORP.,TEANECK,NJ,Hunts Point Meat Market,Market Business
03/19/2020,HPA-492186,LOS POLINES PRODUCE CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/18/2018,FFM-9,BLUE RIBBON FISH CO.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/26/2018,HPA-155,SALANAR TRUCKING CORP.,BRONX,NY,Market Business,2018-06-26
09/05/2017,HPP-485218,IGUA PRODUCE INC.,BROOKLYN,NY,Hunts Point Produce Market,Market Business
10/11/2018,HPP-490299,YOO DELIVERY SERVICE INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/03/2021,HPP-495275,LEE'S HUNTS POINT ORIENTAL INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/14/2020,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/08/2021,HPA-488113,VT PRODUCE INC.,VALLEY STREAM,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/27/2018,HPP-49,INTERCONTINENTAL TRUCK BROKERAGE CORP.,JERICHO,NY,Hunts Point Produce Market,Market Business
07/31/2017,HPP-476284,SOUTH SIDE GOURMET CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/24/2020,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/02/2021,FFM-111,"THIRD GENERATION SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/20/2020,HPA-4,"C. KENNETH IMPORTS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/24/2017,HPA-9,"FLAMINGO SMOKED MEATS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/29/2019,FFM-493912,"UNITED NATURAL FOODS, INC.",MONTGOMERY,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
03/10/2021,HPP-42,"HENRY HAAS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/22/2017,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/25/2018,HPA-11,REYES PRODUCE CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
12/12/2018,FFM-493912,"UNITED NATURAL FOODS, INC.",MONTGOMERY,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/15/2019,HPP-494848,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL NO. 202,BRONX,NY,Hunts Point Produce Market,Union
05/01/2018,FFM-89,"MOE BEHRENS SEAFOOD, INC.",WEST ISLIP,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/26/2018,HPP-494848,INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL NO. 202,BRONX,NY,Hunts Point New Fulton Fish Market,Union
01/19/2018,HPP-486895,LEXI LOGISTICS LLC,BRONX,NY,Hunts Point Produce Market,Market Business
08/10/2020,FFM-113,FRANK W. WILKISSON INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/14/2019,HPA-24,MIRON PRODUCE INC,BROOKLYN,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/20/2017,BMM-22,R&C BEEF & POULTRY INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
02/26/2020,HPP-485385,P & B PRODUCE LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/19/2021,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/02/2018,FFM-4,CLEARWATER FISH COMPANY INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
12/14/2020,FFM-103,JMS SEASONAL SEAFOOD CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
10/19/2018,HPA-492186,LOS POLINES PRODUCE CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/15/2017,HPA-491968,"EBEN WHOLESALE, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/18/2021,HPA-498613,GREEN FIELD PRODUCE LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/18/2020,FFM-137,"FIVE STAR SEAFOOD, INC.",GLENWOOD,NJ,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/09/2017,HPA-59,SPATOLA MOZARELLA LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/17/2018,HPA-4,"C. KENNETH IMPORTS, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/01/2019,FFM-130,"MEAT WITHOUT FEET, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood Delivery
09/28/2017,HPA-63,NYC TRUCKING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/06/2018,HPP-149,EA COMPANY,BRONX,NY,Hunts Point Produce Market,Market Business
09/14/2017,HPP-487184,CHOSEN VARIETY INC.,BRONX,NY,Hunts Point Produce Market,Market Business
12/18/2020,HPA-32,"HUNTS POINT FLOWER MARKET, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/06/2017,HPP-42,"HENRY HAAS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
10/22/2019,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/24/2017,HPM-11,"ENDICOTT MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
05/19/2020,HPM-19,"MOUNTAIN STATES ROSEN VEAL, LLC",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/17/2019,HPA-35,"BEL CANTO FOODS, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/10/2020,HPP-503222,BLAIR ABSOLUTE SOLUTIONS LLC,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/01/2017,HPA-491968,"EBEN WHOLESALE, LLC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/23/2021,BMM-29,PIERLESS FISH CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
03/14/2019,HPA-2,P. EAST TRADING CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
06/21/2017,HPP-150,LEE'S HUNTS POINT ORIENTAL MARKET,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/12/2021,FFM-9,BLUE RIBBON FISH CO. INC.,BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/02/2017,HPM-36,"NEW YORK MEAT, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/19/2017,HPP-25,"E. ARMATA, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/22/2021,HPP-148,MABIJO PACKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/29/2019,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
11/28/2019,HPP-174,MIL - ART TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
03/12/2021,BMM-501999,SAMARA PRODUCE LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
10/15/2020,HPA-11,REYES PRODUCE CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/27/2018,BMM-8,"KING SOLOMON FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
10/01/2019,HPP-127,"LEELOI INDUSTRIES, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/30/2019,FFM-17,MERMAID SEA PRODUCTS INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/01/2017,HPM-19,MOUNTAIN STATES/ROSEN LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
02/12/2018,HPP-2,A & J PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/23/2019,HPM-490849,"PALENQUE MEAT, CORP.",BRONX,NY,Hunts Point Meat Market,Market Business
05/08/2017,HPP-485402,BOGOPA SERVICE CORP.,BROOKLYN,NY,Hunts Point Produce Market,Market Business
11/23/2020,HPM-50,WESTERN WHOLESALE MEATS INC.,SPARTA,NJ,Hunts Point Meat Market,Public Wholesale Market
02/11/2020,BMM-27,HERCULES FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
08/26/2019,HPM-19,MOUNTAIN STATES/ROSEN LLC,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
06/24/2020,HPP-495275,LEE'S HUNTS POINT ORIENTAL INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/13/2019,HPA-476941,DOMINICK DORIA & SON WHOLESALE PRODUCE INC.,JERICHO,NY,Adjacent to Hunts Point Market,Public Wholesale Market
07/12/2017,HPM-15,"GARDEN MANOR FARMS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
09/15/2020,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/09/2018,HPP-71,"MENDEZ INTERNATIONAL TROPICAL FOODS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/30/2019,HPP-157,SHARKEY'S TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/15/2020,HPM-490849,"PALENQUE MEAT, CORP.",BRONX,NY,Hunts Point Meat Market,Market Business
12/25/2019,HPP-495275,LEE'S HUNTS POINT ORIENTAL INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/21/2019,HPP-134,"LBD PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/01/2017,FFM-136,"CAPTAIN BLUE, LLC",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/05/2021,HPP-179,T & W PEACH SALES CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
05/18/2020,HPA-485080,"REBECCA AMOAH COMPANY, INC",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
02/14/2020,HPM-70,BETTER MEAT WHOLESALE CORP.,TEANECK,NJ,Hunts Point Meat Market,Market Business
11/29/2018,HPM-16,GIRANDOLA & SHUTKIND CONSTRUCTION CORP.,BRONX,NY,Hunts Point Meat Market,Market Business
08/01/2018,HPM-485211,GLATT BOYS KOSHER MEAT INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
12/19/2018,HPP-142,FITZ & PAL FOOD CENTER LLC,BRONX,NY,Hunts Point Produce Market,Market Business
09/14/2018,HPP-167,RIGHT CHOICE PAPERS INC.,BRONX,NY,Hunts Point Produce Market,Market Business
04/05/2018,HPP-127,"LEELOI INDUSTRIES, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/19/2019,HPP-156,EDWARD PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/25/2018,BMM-19,"E & G FOODS, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
12/30/2019,HPP-181,3 J'S TRUCKING LLC,BRONX,NY,Hunts Point Produce Market,Market Business
02/03/2020,HPA-491764,WILD EDIBLES INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
03/06/2019,HPP-147,"BEST TROPICAL ISLAND, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/12/2017,HPP-67,"M & R TOMATO DISTRIBUTORS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/20/2018,HPM-8,C & C MEATS CORPORATION,POUGHKEEPSIE,NY,Hunts Point Meat Market,Public Wholesale Market
12/11/2020,FFM-85,"MT. SINAI FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/18/2018,FFM-135,"LOCKWOOD & WINANT SEAFOOD, LLC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
05/31/2021,HPP-142,FITZ & PAL FOOD CENTER LLC,BRONX,NY,Hunts Point Produce Market,Market Business
09/11/2017,BMM-5,ALEX'S MEAT DISTRIBUTORS CORP,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
04/09/2020,HPM-27,"MARKET MEATS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
11/06/2019,BMM-32,SPRINGFIELD GROUP INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
08/13/2019,HPA-488113,VT PRODUCE INC.,VALLEY STREAM,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/26/2018,FFM-124,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Trade Association
05/28/2021,HPP-57,"S.KATZMAN PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/27/2018,HPA-72,NO. 1 FISH INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/26/2021,FFM-97,SLIP KIDS LOADING INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Loader
06/04/2020,HPA-10,"BANANA DISTRIBUTORS OF NEW YORK, INC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/17/2018,HPP-489661,SEYDI OZGUR,EAST MEADOW,NY,Hunts Point Produce Market,Market Business
06/08/2020,HPP-121,PORRICELLI INC.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/18/2018,GMM-3,LONDON MANHATTAN CORP.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
05/24/2021,FFM-28,TONY CRAB KING INC.,W. BABYLON,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
11/08/2018,FFM-124,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Trade Association
12/19/2017,HPA-18,BLUE STAR MEAT CORP,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
04/05/2019,GMM-2,WEICHSEL BEEF CO. INC.,NEW YORK CITY,NY,Gansevoort Meat Market,Public Wholesale Market
01/14/2020,FFM-488936,ALBATROSS FISH CORP.,BRONX,NY,Hunts Point New Fulton Fish Market,Wholesale Seafood
02/06/2018,HPP-130,"GOLD MEDAL PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/26/2021,HPA-154,GRAMERCY PRODUCE INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
08/06/2020,HPM-60,R & W PROVISIONS CO. INC.,BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/20/2020,BMM-25,CREPINI LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
10/23/2019,HPM-498083,"TOMOE FOOD SERVICES, INC.",HARRISON,NY,Hunts Point Meat Market,Public Wholesale Market
05/20/2019,HPM-498083,"TOMOE FOOD SERVICES, INC.",HARRISON,NY,Hunts Point Meat Market,Public Wholesale Market
09/21/2020,HPP-499813,FADARO FOODS CORP.,HAWORTH,NJ,Hunts Point Produce Market,Public Wholesale Market
05/25/2018,HPP-164,ESKAY TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
07/23/2018,HPA-64,"AGROSON'S, LLC.",BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
10/19/2017,HPP-156,EDWARD PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/25/2017,FFM-28,TONY CRAB KING INC.,W. BABYLON,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
07/05/2017,FFM-143,FULTON CAF INC,BRONX,NY,Hunts Point New Fulton Fish Market,Market Business
12/06/2017,HPA-66,PREMIUM OCEAN LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/24/2020,FFM-17,MERMAID SEA PRODUCTS INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
09/30/2019,HPP-179,T & W PEACH SALES CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
02/18/2020,FFM-111,"THIRD GENERATION SEAFOOD, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
02/09/2018,HPM-33,"NEBRASKALAND, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
02/13/2018,HPP-130,"GOLD MEDAL PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/25/2017,BMM-22,R&C BEEF & POULTRY INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
02/25/2021,HPA-69,BRONX FREIGHT & FISH CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
01/29/2020,HPP-130,"GOLD MEDAL PRODUCE, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/26/2017,HPM-14,FOOD BANK FOR NEW YORK CITY,NEW YORK,NY,Hunts Point Meat Market,Public Wholesale Market
09/17/2018,FFM-85,"MT. SINAI FISH, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
06/22/2018,FFM-100,"FAIR FISH CO., INC.",BRONX,NY,Public Wholesale Market,2018-06-22
10/06/2017,HPM-51,"NATION'S BEST MEAT WHOLESALERS, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
07/03/2017,HPP-480238,"FADARO FANCY FOODS, CORP.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/26/2020,HPP-103,"J. MARGIOTTA COMPANY, LLC",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/05/2019,HPP-170,PAUL MATTIE,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
09/10/2020,BMM-30,WIEN LEE CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
01/02/2018,HPP-74,"NY PRODUCE TRADE ASSOCIATION, INC.",BRONX,NY,Hunts Point Produce Market,Trade Association
07/29/2020,FFM-28,TONY CRAB KING INC.,W. BABYLON,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
01/02/2020,BMM-16,"LANCASTER QUALITY PORK, INC.",BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/18/2020,HPP-153,"TOP KATZ BROKERS, LLC",BRONX,NY,Hunts Point Produce Market,Market Business
03/18/2020,HPP-42,"HENRY HAAS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
01/06/2020,BMM-32,SPRINGFIELD GROUP INC.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
07/30/2019,HPP-74,"NEW YORK PRODUCE TRADE ASSOCIATION, INC.",BRONX,NY,Hunts Point Produce Market,Trade Association
06/06/2018,FFM-13,"JOE MONANI FISH COMPANY, INC.",BRONX,NY,Hunts Point New Fulton Fish Market,Public Wholesale Market
04/05/2018,HPA-11,REYES PRODUCE CORP.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
03/04/2021,HPP-40,RUBIN BROS. PRODUCE CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
11/12/2020,HPP-92,"NATHEL & NATHEL, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
12/18/2018,HPP-67,"M & R TOMATO DISTRIBUTORS, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
03/30/2021,HPP-485532,HANA BUYING SERVICE CORP.,BRONX,NY,Hunts Point Produce Market,Market Business
06/21/2017,HPA-66,PREMIUM OCEAN LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/25/2017,HPA-76,THE LOBSTER PLACE INC.,BRONX,NY,Adjacent to Hunts Point Market,Wholesale Seafood
07/06/2018,HPP-476284,SOUTH SIDE GOURMET CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/09/2018,HPA-42,CARAVEO PAPAYAS INC.,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
11/27/2017,HPM-36,"NEW YORK MEAT, INC.",BRONX,NY,Hunts Point Meat Market,Public Wholesale Market
01/07/2020,HPP-49,INTERCONTINENTAL TRUCK BROKERAGE CORP.,JERICHO,NY,Hunts Point Produce Market,Market Business
12/27/2019,FFM-97,SLIP KIDS LOADING INC.,STATEN ISLAND,NY,Hunts Point New Fulton Fish Market,Loader
07/16/2019,HPP-149,EA COMPANY,BRONX,NY,Hunts Point Produce Market,Market Business
02/24/2020,HPA-486520,SA-MF ENTERPRISES INC.,Bronx,NY,Adjacent to Hunts Point Market,Public Wholesale Market
09/13/2018,HPP-124,"MR. SPROUT, INC.",BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
04/05/2018,HPP-78,PAUL STEINBERG ASSOCIATES INC.,BRONX,NY,Hunts Point Produce Market,Market Business
08/03/2020,BMM-501999,SAMARA PRODUCE LLC,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Public Wholesale Market
06/07/2019,FFM-124,NEW FULTON FISH MARKET COOPERATIVE AT HUNTS POINT,BRONX,NY,Hunts Point New Fulton Fish Market,Trade Association
06/26/2020,GMM-3,LONDON MANHATTAN CORP.,NEW YORK,NY,Gansevoort Meat Market,Public Wholesale Market
08/27/2018,BMM-27,HERCULES FOOD CORP.,BROOKLYN,NY,Brooklyn Wholesale Meat Market,Market Business
09/20/2017,HPP-164,ESKAY TRUCKING CORP.,BRONX,NY,Hunts Point Produce Market,Public Wholesale Market
08/29/2017,HPA-59,SPATOLA MOZARELLA LLC,BRONX,NY,Adjacent to Hunts Point Market,Public Wholesale Market
