animal_id,animal_type,primary_color,secondary_color,breed_group,animal_identity,age_now,age_long,tag_no,tag_type,vaccine
A578848,DOG,WHITE,GOLD,TOY,493799.0,4Y,4 YEARS,L15-008723,LIC UNALTERED,
A491921,DOG,BL BRINDLE,,TOY,406531.0,,NO AGE,L14-052859,LIC ALTERED,
A614990,DOG,RED,,TERRIER,529735.0,2Y,2 YEARS,985113001038417,MICROCHIP ADO,
A629628,CAT,BLACK,WHITE,SHORTHAIR,544260.0,6Y,6 YEARS,L17-027174,LIC ALTERED,
A563570,CAT,GRAY,WHITE,SHORTHAIR,478496.0,2Y,2 YEARS,985112005217249,MICROCHIP ADO,
A602702,DOG,BLACK,,SETTER/RETRIEVE,517605.0,1Y 10M,1 YEAR 10 MONTHS,L16-006036,LIC ALTERED,MAS
A378365,DOG,CHOCOLATE,,SETTER/RETRIEVE,290971.0,20Y,20 YEARS,D09-045333,LIC ALTERED,CHEROKEE
A580940,DOG,UNKNOWN,,,495894.0,2Y,2 YEARS,L15-020862,LIC ALTERED,
A630960,DOG,BLACK,,SETTER/RETRIEVE,545595.0,1Y 10M,1 YEAR 10 MONTHS,L17-046017,LIC SR,
A495233,DOG,BROWN,BLACK,SHEPHERD,409863.0,7Y,7 YEARS,L17-008074,LIC UNALTERED,BLUE CROSS
A472624,DOG,BROWN,WHITE,TOY,386968.0,8Y,8 YEARS,985170001403682,MICROCHIP ADO,MAS
A566132,DOG,BLACK,BROWN,TERRIER,481066.0,14Y,14 YEARS,L16-038881,LIC ALTERED,
A586704,DOG,BLACK,WHITE,SPITZ,501658.0,2Y,2 YEARS,L16-048429,LIC ALTERED,KHS
A611842,DOG,WHITE,BLACK,COLLIE,526625.0,3Y,3 YEARS,L15-039158,LIC ALTERED,KHS
A569816,DOG,BLUE,,MASTIFF,484759.0,11Y,11 YEARS,L15-055723,LIC ALTERED,
A562871,DOG,WHITE,,SETTER/RETRIEVE,477796.0,5Y,5 YEARS,,,
A562664,DOG,GRAY,,COLLIE,477589.0,3Y,3 YEARS,985112005365769,MICROCHIP,
A566526,CAT,GRAY TABBY,,SHORTHAIR,481461.0,4Y,4 YEARS,L15-030562,LIC ALTERED,AUBURNDALE
A584841,DOG,BLACK,TAN,MASTIFF,499797.0,2Y,2 YEARS,U16-006811,RABIES CERT,
A488120,DOG,BLACK,,SETTER/RETRIEVE,402705.0,,NO AGE,L17-002957,LIC ALTERED,
A620092,DOG,WHITE,BLACK,HOUND,534821.0,1Y 7M,1 YEAR 7 MONTHS,985113001038733,MICROCHIP,
A561933,CAT,BLUE,,LONGHAIR,476858.0,2Y,2 YEARS,,,
A620963,DOG,BROWN,,MASTIFF,535685.0,2Y,2 YEARS,,,
A259775,DOG,TAN,BLACK,SHEPHERD,53446.0,15Y,15 YEARS,D14-058519,LIC SR,DR BOSWELL
A555857,CAT,BRN TABBY,,SHORTHAIR,470769.0,4Y,4 YEARS,L14-007017,LIC SR,
A583422,CAT,BRN TABBY,,LONGHAIR,498387.0,3Y,3 YEARS,L15-065049,LIC ALTERED,KHS
A554432,DOG,UNKNOWN,,TOY,469349.0,,NO AGE,,,
A622054,DOG,UNKNOWN,,TOY,536778.0,,NO AGE,,,
A578792,DOG,TRICOLOR,,TOY,493744.0,7Y,7 YEARS,L16-032231,LIC ALTERED,
A573420,CAT,TORTIE,GRAY,LONGHAIR,488363.0,4Y,4 YEARS,L15-006920,LIC ALTERED,
A563359,DOG,TAN,,MASTIFF,478285.0,3Y,3 YEARS,,,
A550301,CAT,BRN TABBY,,LONGHAIR,465196.0,9Y,9 YEARS,,,
A577178,DOG,WHITE,APRICOT,POODLE,492127.0,3Y,3 YEARS,981020013687570,MICROCHIP,
A601400,DOG,BLACK,,HOUND,516311.0,18Y,18 YEARS,L15-055066,LIC ALTERED,DERBY CITY
A527393,DOG,BROWN,,TOY,442205.0,4Y,4 YEARS,985112001377222,MICROCHIP,
A592646,CAT,WHITE,,SHORTHAIR,507572.0,2Y,2 YEARS,L16-025209,LIC ALTERED,
A578739,DOG,RED,,MASTIFF,493691.0,3Y,3 YEARS,L15-065747,LIC ALTERED,MAS
A583079,CAT,BLACK,WHITE,SHORTHAIR,498036.0,2Y,2 YEARS,L15-039899,LIC ALTERED,KHS
A566924,CAT,WHITE,,SHORTHAIR,481860.0,8Y,8 YEARS,L15-43450,LIC SR,
A570803,DOG,WHITE,BROWN,TOY,485746.0,5Y,5 YEARS,L15-050123,LIC ALTERED,LMAS
A603668,DOG,TAN,WHITE,TOY,518574.0,2Y,2 YEARS,985112008172951,MICROCHIP ADO,
A574126,DOG,BLACK,,SETTER/RETRIEVE,489071.0,4Y,4 YEARS,L15-063891,LIC ALTERED,METRO
A561357,DOG,RED,,MIX,476277.0,3Y,3 YEARS,L17-032912,LIC ALTERED,
A383018,CAT,TORTIE,,SHORTHAIR,295697.0,9Y,9 YEARS,C12-00560,LIC ALTERED,CHENOWETH
A480391,DOG,BL BRINDLE,,TOY,394841.0,5Y,5 YEARS,L15-014227,LIC SR,SHIVELY
A620234,DOG,BR BRINDLE,,MASTIFF,534963.0,13Y,13 YEARS,L17-006794,LIC ALTERED,
A550378,DOG,BROWN,,POINTER,465273.0,5Y,5 YEARS,L15-015145,LIC ALTERED,
A580260,DOG,YELLOW,,TOY,495212.0,3Y,3 YEARS,L15-065116,LIC ALTERED,KHS
A579427,DOG,BLACK,,COLLIE,494379.0,,NO AGE,L17-027522,LIC SR,
A601963,DOG,UNKNOWN,,MASTIFF,516876.0,,NO AGE,,,
A579811,CAT,CALICO,,SHORTHAIR,494763.0,2Y,2 YEARS,L15-039273,LIC ALTERED,KHS
A578957,DOG,UNKNOWN,BROWN,HOUND,493908.0,,NO AGE,,,
A622785,CAT,ORG TIGER,,SHORTHAIR,537517.0,3Y,3 YEARS,L17-009634,LIC ALTERED,LMAS
A616657,DOG,GOLD,WHITE,POODLE,531410.0,1Y 3M,1 YEAR 3 MONTHS,L17-018114,LIC ALTERED,
A582505,DOG,YELLOW,,SETTER/RETRIEVE,497462.0,8Y,8 YEARS,RAB0363605,RABIES CERT,BANFIELD
A586054,DOG,WHITE,BLACK,TERRIER,501009.0,5Y,5 YEARS,L16-037537,LIC UNALTERED,
A602242,DOG,GOLD,,SETTER/RETRIEVE,517144.0,2Y,2 YEARS,982000365450549,MICROCHIP,
A593342,DOG,BLACK,,TOY,508265.0,3Y,3 YEARS,L15-059182,LIC ALTERED,JEFFERSON
A556799,DOG,TRICOLOR,,HOUND,471712.0,7Y,7 YEARS,L15-001773,LIC ALTERED,
A594826,DOG,TAN,WHITE,COLLIE,509718.0,2Y,2 YEARS,RAB-45832,RABIES CERT,SENECA
A556552,DOG,BR BRINDLE,WHITE,MASTIFF,471465.0,3Y,3 YEARS,985112005138876,MICROCHIP ADO,MAS
A631282,DOG,BLACK,,MASTIFF,545904.0,1Y 6M,1 YEAR 6 MONTHS,L17-045502,LIC ALTERED,
A591848,CAT,BRN TABBY,,SHORTHAIR,506764.0,17Y,17 YEARS,L16-045490,LIC ALTERED,
A594194,CAT,TORTIE,,SHORTHAIR,509121.0,13Y,13 YEARS,L16-015987,LIC MULTIPLE,
A579924,DOG,BR BRINDLE,WHITE,MASTIFF,494876.0,4Y,4 YEARS,,,
A577038,DOG,BROWN,WHITE,HOUND,491987.0,3Y,3 YEARS,L15-009093,LIC UNALTERED,GIMES WOOD
A611337,CAT,BLACK,,SHORTHAIR,526120.0,6Y,6 YEARS,L16-022633,LIC ALTERED,
A588403,CAT,BRN TABBY,,SHORTHAIR,503324.0,2Y,2 YEARS,985112007085563,MICROCHIP ADO,
A583476,DOG,BLACK,WHITE,TOY,498441.0,2Y,2 YEARS,RAB-45354,RAB VAC CERT.,SENECA
A554488,CAT,BLACK,,SHORTHAIR,469405.0,4Y,4 YEARS,L17-022958,LIC ALTERED,
A570808,DOG,BLACK,BROWN,TERRIER,485751.0,3Y,3 YEARS,L16-041429,LIC ALTERED,
A550323,CAT,BLACK,,SHORTHAIR,465218.0,3Y,3 YEARS,U17-46690,RAB VAC CERT.,SENECA
A629760,DOG,BLACK,WHITE,TERRIER,544391.0,3Y,3 YEARS,L17-037325,LIC ALTERED,
A564585,DOG,WHITE,WHITE,TERRIER,479513.0,3Y,3 YEARS,L15-038636,LIC UNALTERED,BLUE CROSS
A590122,CAT,GRAY TABBY,WHITE,SHORTHAIR,505036.0,9Y,9 YEARS,RAB-45668,RAB VAC CERT.,SENECA
A463906,DOG,BROWN,,SHEPHERD,378149.0,6Y,6 YEARS,D14-026701,LIC ALTERED,MIDDLETOWN
A607829,DOG,BR BRINDLE,,MASTIFF,522660.0,2Y,2 YEARS,,,
A551593,DOG,BROWN,,MASTIFF,466495.0,6Y,6 YEARS,U15-000503,RABIES CERT,
A563536,CAT,ORG TABBY,,SHORTHAIR,478462.0,,NO AGE,982000356371152,MICROCHIP,KHS
A605290,DOG,BR BRINDLE,,TOY,520141.0,2Y,2 YEARS,U16-008660,RABIES CERT,
A616603,DOG,TAN,,TOY,531356.0,2Y,2 YEARS,L17-029973,LIC ALTERED,MAS
A525540,CAT,GRAY,WHITE,SHORTHAIR,440343.0,5Y,5 YEARS,C13-058175,LIC ALTERED,CHEROKEE
A572451,CAT,BUFF,,SHORTHAIR,487392.0,2Y,2 YEARS,L16-044372,LIC ALTERED,
A566116,DOG,TAN,BROWN,TERRIER,481050.0,7Y,7 YEARS,L16-038413,LIC ALTERED,
A610222,DOG,BLACK,WHITE,TERRIER,525028.0,1Y 7M,1 YEAR 7 MONTHS,L17-051012,LIC 3YSR,
A608136,DOG,TAN,WHITE,MASTIFF,522970.0,3Y,3 YEARS,,,
A570945,DOG,BROWN,BLACK,TOY,485888.0,6Y,6 YEARS,L16-004006,LIC 3Y,SNIP
A575785,DOG,TAN,,HOUND,490732.0,3Y,3 YEARS,L15-019032,LIC ALTERED,KHS
A619731,CAT,CALICO,BROWN,SHORTHAIR,534456.0,6Y,6 YEARS,,,
A578137,DOG,UNKNOWN,,,493089.0,,NO AGE,L16-001202,LIC ALTERED,SHIVELY
A555359,DOG,BLACK,,TERRIER,470277.0,3Y,3 YEARS,L16-030914,LIC ALTERED,BARDSTOWN
A290483,DOG,TAN,BLACK,TOY,84107.0,11Y,11 YEARS,D10-080895,LIC ALTERED,SIMS
A630610,DOG,UNKNOWN,,TERRIER,545243.0,,NO AGE,,,
A580193,DOG,WHITE,BROWN,TERRIER,495145.0,4Y,4 YEARS,L15-065311,LIC ALTERED,KHS
A556030,DOG,BLACK,TAN,SHEPHERD,470942.0,5Y,5 YEARS,L16-021978,LIC UNALTERED,BANNON WOO
A517888,DOG,BROWN,WHITE,SETTER/RETRIEVE,432662.0,4Y,4 YEARS,D14-047129,LIC UNALTERED,ST MATT
A559402,DOG,TAN,,TOY,474320.0,14Y,14 YEARS,L15-044847,LIC ALTERED,
A573167,DOG,GRAY,,SETTER/RETRIEVE,488110.0,3Y,3 YEARS,L15-059751,LIC ALTERED,KHS
A600068,CAT,ORANGE,,SHORTHAIR,514973.0,11Y,11 YEARS,,,
A577136,DOG,BLACK,WHITE,TERRIER,492085.0,8Y,8 YEARS,985112006945118,MICROCHIP ADO,
A585005,DOG,WHITE,,TOY,499961.0,3Y,3 YEARS,L16-027100,LIC 3Y,
A537853,DOG,BLACK,,TERRIER,452717.0,3Y,3 YEARS,L14-056444,LIC ALTERED,
A577700,DOG,BLACK,WHITE,TOY,492652.0,3Y,3 YEARS,L15-008506,LIC ALTERED,
A560836,DOG,CHOCOLATE,,SPANIEL,475756.0,,NO AGE,L17-017455,LIC ALTERED,
A594455,DOG,BLACK,,TERRIER,509352.0,6Y,6 YEARS,L16-012117,LIC 3Y,
A573114,CAT,ORANGE,,SHORTHAIR,488057.0,3Y,3 YEARS,,,
A566491,DOG,BLACK,TAN,HOUND,481426.0,4Y,4 YEARS,L17-022897,LIC 3Y,
A557995,DOG,UNKNOWN,,TERRIER,472911.0,,NO AGE,,,
A607055,DOG,WHITE,BLACK,MASTIFF,521912.0,1Y 6M,1 YEAR 6 MONTHS,,,
A553951,CAT,UNKNOWN,,SHORTHAIR,468866.0,,NO AGE,,,
A556500,DOG,BLK SMOKE,GRAY,SETTER/RETRIEVE,471413.0,5Y,5 YEARS,985112004123064,MICROCHIP,
A500537,DOG,BROWN,WHITE,SPANIEL,415191.0,7Y,7 YEARS,038015829,MICROCHIP,
A608652,DOG,BLACK,WHITE,COLLIE,523487.0,7Y,7 YEARS,L16-007179,LIC ALTERED,
A549489,DOG,BLACK,,TOY,464383.0,4Y,4 YEARS,L14-005491,LIC ALTERED,
A310363,DOG,BRN TABBY,,HOUND,263217.0,,NO AGE,L14-050399,LIC SR,
A581297,DOG,WHITE,GRAY,MASTIFF,496253.0,7Y,7 YEARS,,,
A554920,DOG,BLACK,BROWN,TERRIER,469837.0,17Y,17 YEARS,R15-2981,RAB VAC CERT.,MAS
A571866,DOG,UNKNOWN,,TOY,486809.0,,NO AGE,,,
A601222,DOG,BLACK,TAN,HOUND,516130.0,2Y,2 YEARS,L17-0063278,LIC ALTERED,
A595033,OTHER,WHITE,BLACK,FISH,509927.0,,NO AGE,,,
A443045,CAT,ORANGE,,LONGHAIR,356955.0,9Y,9 YEARS,D12-044692,LIC ALTERED,SHIVELY
A565620,DOG,BLACK,,SPANIEL,480551.0,10Y,10 YEARS,985112005211957,MICROCHIP ADO,MAS
A617976,CAT,GOLD,,SHORTHAIR,532735.0,2Y,2 YEARS,,,
A559800,DOG,CHOCOLATE,,TERRIER,474717.0,5Y,5 YEARS,U16-007337,RABIES CERT,
A611713,DOG,BLACK,WHITE,TOY,526496.0,1Y 7M,1 YEAR 7 MONTHS,L16-053131,LIC ALTERED,
A456211,DOG,BLACK,TAN,SHEPHERD,370337.0,9Y,9 YEARS,L17-039804,LIC ALTERED,
A575365,DOG,TRICOLOR,,HOUND,490312.0,5Y,5 YEARS,L15-056761,LIC ALTERED,KHS
A564133,DOG,BLACK,,SETTER/RETRIEVE,479059.0,4Y,4 YEARS,L15-044789,LIC ALTERED,
A577112,CAT,GRAY TIGER,WHITE,SHORTHAIR,492061.0,2Y,2 YEARS,,,
A617046,RABBIT,WHITE,BLACK,RABBIT,531802.0,8M,8 MONTHS,,,
A594542,CAT,CALICO,,SHORTHAIR,509435.0,,NO AGE,L17-040657,LIC SR,
A620964,DOG,BLACK,WHITE,COLLIE,535686.0,2Y,2 YEARS,,,
A579100,DOG,YELLOW,,SETTER/RETRIEVE,494051.0,4Y,4 YEARS,L15-035123,LIC ALTERED,
A264509,DOG,BLACK,,HOUND,228165.0,13Y,13 YEARS,D09-036258,LIC ALTERED,GASLIGHT
A622648,DOG,BLACK,,TOY,537379.0,4Y,4 YEARS,L17-003005,LIC SR,
A553803,DOG,YELLOW,,SETTER/RETRIEVE,468718.0,4Y,4 YEARS,L15-019617,LIC ALTERED,DIXIE
A631188,CAT,CALICO,,SHORTHAIR,545816.0,3Y,3 YEARS,L17-032256,LIC ALTERED,
A561918,DOG,TAN,,TERRIER,476843.0,5Y,5 YEARS,L17-008165,LIC SR,
A591349,DOG,BLACK,,POODLE,506267.0,7Y,7 YEARS,,,
A597541,DOG,BLACK,BROWN,SHEPHERD,512451.0,2Y,2 YEARS,RAB9124250,RABIES CERT,SNIP
A589484,DOG,BLACK,,POODLE,504403.0,2Y,2 YEARS,U16-007917,RABIES CERT,
A305700,DOG,BLACK,,SETTER/RETRIEVE,128311.0,12Y,12 YEARS,4704603514,MICROCHIP ADO,
A606098,DOG,TAN,,MASTIFF,520949.0,4Y,4 YEARS,985112008103112,MICROCHIP RTO,
A562947,DOG,BLACK,WHITE,TOY,477872.0,3Y,3 YEARS,L17-018992,LIC ALTERED,
A627445,CAT,BLACK,,LONGHAIR,542115.0,1Y 3M,1 YEAR 3 MONTHS,L17-014280,LIC ALTERED,
A569602,DOG,BROWN,WHITE,MASTIFF,484544.0,4Y,4 YEARS,L15-050117,LIC ALTERED,LMAS
A551268,DOG,BLACK,WHITE,TERRIER,466169.0,3Y,3 YEARS,L15- 056292,LIC ALTERED,LMAS
A443198,DOG,WHITE,WHITE,TOY,357111.0,7Y,7 YEARS,L15-025438,LIC ALTERED,EAST LOUIS
A618943,DOG,BEIGE,,TOY,533684.0,8Y,8 YEARS,L17-042375,LIC ALTERED,
A632452,DOG,BLACK,TAN,COLLIE,547078.0,3Y,3 YEARS,U17-17220,RAB VAC CERT.,
A628494,DOG,BL BRINDLE,,MASTIFF,543136.0,4Y,4 YEARS,L17-022165,LIC ALTERED,
A626497,DOG,BLACK,,COLLIE,541222.0,12Y,12 YEARS,L17-007299,LIC ALTERED,
A619948,DOG,RED,FAWN,MASTIFF,534676.0,4Y,4 YEARS,RAB735883,RABIES CERT,BANFIELD
A255890,DOG,WHITE,TRICOLOR,TOY,263724.0,12Y,12 YEARS,D06-046863,LIC ALTERED,HIGHLANDS
A593691,DOG,YELLOW,,SETTER/RETRIEVE,508616.0,2Y,2 YEARS,L16-09080,LIC ALTERED,KHS
A596512,CAT,BRN TABBY,,SHORTHAIR,511437.0,1Y 11M,1 YEAR 11 MONTHS,,,
A588838,DOG,BLACK,WHITE,TOY,503757.0,5Y,5 YEARS,R16-3003,RAB VAC CERT.,MAS
A466628,DOG,WHITE,,POODLE,380906.0,,NO AGE,L17-010729,LIC ALTERED,
A616633,DOG,TRICOLOR,GRAY,HOUND,531386.0,1Y 3M,1 YEAR 3 MONTHS,985113001005617,MICROCHIP ADO,
A147813,DOG,GRAY,WHITE,TOY,183476.0,16Y,16 YEARS,D14-054706,LIC SR,SIMS
A590966,DOG,TRICOLOR,,HOUND,505883.0,4Y,4 YEARS,L16-008516,LIC ALTERED,ROBERTSON
A616442,DOG,WHITE,BROWN,TERRIER,531195.0,,NO AGE,,,
A599027,DOG,BLACK,,TOY,513938.0,12Y,12 YEARS,L17-010553,LIC SR,
A552052,DOG,BLACK,,POINTER,466960.0,5Y,5 YEARS,L15-000731,LIC ALTERED,
A572133,DOG,BLACK,TAN,HOUND,487076.0,3Y,3 YEARS,U15-004423,RABIES CERT,
A587608,DOG,BLUE,WHITE,MASTIFF,502565.0,2Y,2 YEARS,985113000296433,MICROCHIP,
A573483,DOG,BLACK,,TOY,488426.0,7Y,7 YEARS,L15-019453,LIC ALTERED,KHS
A305839,DOG,RED,,SPITZ,204932.0,11Y,11 YEARS,D10-029567,LIC ALTERED,SHIVELY
A580470,DOG,BLACK,BROWN,SHEPHERD,495423.0,5Y,5 YEARS,985112006925260,MICROCHIP ADO,MAS
A614332,DOG,BROWN,WHITE,MASTIFF,529079.0,1Y 3M,1 YEAR 3 MONTHS,,,
A622308,DOG,BLACK,WHITE,TOY,537032.0,10M,10 MONTHS,982000410332336,MICROCHIP,
A622580,DOG,CHOCOLATE,,MASTIFF,537309.0,1Y 6M,1 YEAR 6 MONTHS,L17-009668,LIC ALTERED,MAS
A599203,DOG,BROWN,,TOY,514110.0,,NO AGE,L16-004728,LIC ALTERED,GAILOR
A552282,DOG,TRICOLOR,,SHEPHERD,467191.0,9Y,9 YEARS,L17-043859,LIC ALTERED,
A549975,CAT,WHITE,BLACK,LONGHAIR,464869.0,4Y,4 YEARS,U15-000165,RABIES CERT,
A087169,DOG,BLACK,WHITE,TERRIER,117400.0,18Y,18 YEARS,3Y11-08130,LIC 3Y,WOODS
A514793,DOG,WHITE,BROWN,TOY,429557.0,4Y,4 YEARS,L17-027919,LIC ALTERED,
A575046,CAT,BLACK,,SHORTHAIR,489993.0,2Y,2 YEARS,L15-053418,LIC ALTERED,LMAS
A574235,DOG,BLACK,TAN,TERRIER,489180.0,4Y,4 YEARS,L15-070217,LIC SR,
A570169,DOG,BLACK,,SPANIEL,485112.0,4Y,4 YEARS,L15-011488,LIC ALTERED,
A468843,DOG,TAN,,TOY,383149.0,6Y,6 YEARS,D14-002904,LIC ALTERED,AUDUBON
A588462,DOG,BLACK,WHITE,MASTIFF,503383.0,13Y,13 YEARS,L17-003144,LIC ALTERED,
A552748,DOG,TAN,,TOY,467660.0,,NO AGE,51726,RAB VAC CERT.,AUBURNDALE
A234854,DOG,BLACK,,SETTER/RETRIEVE,115686.0,13Y,13 YEARS,D11-021643,LIC ALTERED,GAILOR
A568501,DOG,WHITE,,SETTER/RETRIEVE,483442.0,3Y,3 YEARS,L15-005464,LIC ALTERED,
A582934,CAT,GRAY/BLK,,SHORTHAIR,497891.0,9Y,9 YEARS,L15-036623,LIC 3Y,
A627573,DOG,BROWN,WHITE,MASTIFF,542243.0,2Y,2 YEARS,985112009258513,MICROCHIP,
A577574,DOG,WHITE,,COLLIE,492525.0,4Y,4 YEARS,9820003662107,MICROCHIP,
A550645,CAT,BLACK,,SHORTHAIR,465540.0,,NO AGE,L15-023856,LIC ALTERED,SHELBYVILL
A610416,DOG,BLACK,BROWN,MASTIFF,525225.0,1Y 4M,1 YEAR 4 MONTHS,RAB9926279,RABIES CERT,BANFIELD
A624670,DOG,TAN,,SETTER/RETRIEVE,539402.0,1Y 4M,1 YEAR 4 MONTHS,985113001207825,MICROCHIP ADO,
A440258,CAT,WHITE,BROWN,SHORTHAIR,354126.0,6Y,6 YEARS,L17-012040,LIC ALTERED,"KLINE, DVM"
A556178,DOG,TRICOLOR,,HOUND,471092.0,10Y,10 YEARS,L15-034177,LIC ALTERED,
A570431,DOG,TRICOLOR,,POODLE,485375.0,10Y,10 YEARS,L15-010608,LIC ALTERED,BARBOUR
A558810,DOG,BLACK,TAN,TOY,473728.0,10Y,10 YEARS,R15-2175,RAB VAC CERT.,MAS
A605648,DOG,TRICOLOR,,HOUND,520498.0,4Y,4 YEARS,L16-033071,REJECT,
A617722,DOG,WHITE,BROWN,MASTIFF,532480.0,3Y,3 YEARS,,,
A552413,DOG,BROWN,,SPITZ,467322.0,7Y,7 YEARS,U15-000714,RABIES CERT,
A600610,DOG,BLACK,WHITE,SETTER/RETRIEVE,515518.0,6Y,6 YEARS,,,
A629580,DOG,BLACK,,TOY,544212.0,7Y,7 YEARS,L17-049176,LIC ALTERED,
A619931,DOG,WHITE,GRAY,MASTIFF,534659.0,1Y 9M,1 YEAR 9 MONTHS,RAB735858,RABIES CERT,BANFIELD
A558045,DOG,UNKNOWN,,TERRIER,472961.0,,NO AGE,,,
A580598,DOG,SILVER,GRAY,TOY,495552.0,11Y,11 YEARS,L16-009938,LIC 3Y,JOHNSON
A457267,CAT,TORTIE,,SHORTHAIR,371400.0,4Y,4 YEARS,985121013120497,MICROCHIP ADO,
A556927,CAT,UNKNOWN,,SHORTHAIR,471840.0,,NO AGE,,,
A599904,DOG,BLACK,,SETTER/RETRIEVE,514808.0,2Y,2 YEARS,985112007768838,MICROCHIP ADO,
A628770,CAT,BLACK,WHITE,SHORTHAIR,543409.0,3Y,3 YEARS,985113001276005,MICROCHIP RTO,
A551100,DOG,UNKNOWN,,SETTER/RETRIEVE,465998.0,,NO AGE,,,
A623444,DOG,TRICOLOR,,HOUND,538174.0,2Y,2 YEARS,600300849,MICROCHIP,
A471446,DOG,BLACK,TAN,TOY,385783.0,10Y,10 YEARS,D14-023643,LIC ALTERED,BARDST RD
A579102,CAT,ORANGE,,SHORTHAIR,494053.0,,NO AGE,L17-021334,LIC ALTERED,
A514008,DOG,TAN,,COLLIE,428766.0,9Y,9 YEARS,D14-07781,LIC ALTERED,KHS
A593700,DOG,BROWN,BLACK,HOUND,508625.0,6Y,6 YEARS,L17-025090,LIC ALTERED,BARBOUR
A605887,DOG,WHITE,,POODLE,520736.0,2Y,2 YEARS,L16-021959,LIC SR,SHIVELY
A629086,DOG,BR BRINDLE,,MASTIFF,543725.0,2Y,2 YEARS,,,
A557327,DOG,BLACK,,SPITZ,472241.0,11Y,11 YEARS,L15-022597,LIC ALTERED,METRO
A567392,DOG,TRICOLOR,,HOUND,482331.0,,NO AGE,L15-019348,LIC ALTERED,KHS
A573674,DOG,BL BRINDLE,WHITE,TOY,488617.0,5Y,5 YEARS,L16-016520,LIC ALTERED,
A602405,DOG,BROWN,BLACK,SHEPHERD,517305.0,3Y,3 YEARS,L16-043050,LIC ALTERED,
A625446,CAT,ORANGE,BROWN,LONGHAIR,540181.0,3Y,3 YEARS,,,
A592818,CAT,GRAY,WHITE,SHORTHAIR,507736.0,7Y,7 YEARS,L17-001178,LIC ALTERED,
A625987,DOG,BLACK,,TOY,540723.0,3Y,3 YEARS,U17-009440,RABIES CERT,
A564909,DOG,CHOCOLATE,,SETTER/RETRIEVE,479838.0,4Y,4 YEARS,L15-023239,LIC ALTERED,BOSTON RD
A573819,CAT,CALICO,,LONGHAIR,488762.0,2Y,2 YEARS,,,
A603266,CAT,TORTIE,,SHORTHAIR,518171.0,17Y,17 YEARS,L16-043469,LIC ALTERED,
A593544,DOG,TAN,,TOY,508469.0,2Y,2 YEARS,L16-008986,LIC ALTERED,MAS
A622450,DOG,BROWN,WHITE,TOY,537175.0,10M,10 MONTHS,L17-041580,LIC ALTERED,
A571774,CAT,GRAY,WHITE,SHORTHAIR,486717.0,2Y,2 YEARS,985112006346746,MICROCHIP ADO,
A621148,DOG,TAN,,TOY,535870.0,2Y,2 YEARS,985113001039008,MICROCHIP RTO,
A561549,DOG,UNKNOWN,,HOUND,476472.0,,NO AGE,,,
A580032,CAT,GRAY TABBY,,SHORTHAIR,494984.0,5Y,5 YEARS,L17-004125,LIC ALTERED,
A575464,DOG,BLACK,TAN,TOY,490411.0,7Y,7 YEARS,L15-029750,LIC ALTERED,
A629649,DOG,BLACK,,COLLIE,544281.0,10M,10 MONTHS,L17-027404,LIC ALTERED,
A568670,DOG,BLACK,WHITE,COLLIE,483611.0,2Y,2 YEARS,R15-1056,RAB VAC CERT.,MAS
A622216,DOG,UNKNOWN,,POODLE,536940.0,,NO AGE,,,
A566526,CAT,GRAY TABBY,,SHORTHAIR,481461.0,4Y,4 YEARS,L17-042754,LIC ALTERED,
A544600,DOG,TRICOLOR,,HOUND,459468.0,4Y,4 YEARS,985112005947284,MICROCHIP ADO,
A613359,DOG,TAN,BLACK,SHEPHERD,528121.0,5Y,5 YEARS,L16-010063,LIC ALTERED,
A603665,CAT,BLACK,WHITE,SHORTHAIR,518571.0,1Y 5M,1 YEAR 5 MONTHS,L16-008038,LIC ALTERED,MAS
A620038,DOG,WHITE,,TOY,534767.0,3Y,3 YEARS,L17-006560,LIC SR,
A433333,DOG,BLACK,,COLLIE,347071.0,9Y,9 YEARS,L16-028105,LIC ALTERED,
A581136,DOG,WHITE,,MASTIFF,496092.0,4Y,4 YEARS,985112002903525,MICROCHIP,
A553468,CAT,BRN TABBY,,SHORTHAIR,468382.0,5Y,5 YEARS,L15-011254,LIC ALTERED,
A606849,BIRD,YELLOW,BROWN,FOWL,521704.0,6Y,6 YEARS,,,
A554943,CAT,ORANGE,,LONGHAIR,469860.0,2Y,2 YEARS,,,
A585795,DOG,WHITE,,SETTER/RETRIEVE,500753.0,3Y,3 YEARS,982000363950804,MICROCHIP,
A574507,DOG,TRICOLOR,,HOUND,489452.0,14Y,14 YEARS,L17-049684,LIC ALTERED,BANFIELD
A607079,DOG,YELLOW,,SETTER/RETRIEVE,521936.0,1Y 9M,1 YEAR 9 MONTHS,L17-020566,LIC ALTERED,
A557873,CAT,CALICO,,SHORTHAIR,472788.0,,NO AGE,L15-059554,LIC ALTERED,KHS
A510558,CAT,TORTIE,,LONGHAIR,425284.0,6Y,6 YEARS,985112005998464,MICROCHIP ADO,
A580828,DOG,WHITE,,SETTER/RETRIEVE,495782.0,11Y,11 YEARS,U16-006097,RABIES CERT,
A585771,DOG,BROWN,BLACK,COLLIE,500729.0,2Y,2 YEARS,985113000022424,MICROCHIP,
A566420,DOG,BLACK,WHITE,COLLIE,481355.0,7Y,7 YEARS,L17-001316,LIC ALTERED,SHIVELY
