CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,INSPECTION TYPE,NTA
41475422,NOODLE HOUSE,Queens,9015,QUEENS BOULEVARD,11373.0,7182711890,Chinese,B,,Cycle Inspection / Compliance Inspection,QN29
41437865,HENRY PUBLIC,Brooklyn,329,HENRY STREET,11201.0,7188528630,American,U,04N,Cycle Inspection / Re-inspection,BK33
41699229,SAN MARZANO,Manhattan,117,2 AVENUE,10003.0,2127773600,Italian,F,04A,Cycle Inspection / Initial Inspection,MN22
41322562,MARGARITA'S RESTAURANT & SPORT BAR,Queens,8322,37 AVENUE,11372.0,7182051705,Latin American,D,06B,Cycle Inspection / Re-inspection,QN28
41705357,THE THIRD MAN,Manhattan,116,AVENUE C,10009.0,6465523692,American,P,04A,Cycle Inspection / Initial Inspection,MN28
50072538,PANDA KITCHEN,Brooklyn,943A,PENNSYLVANIA AVENUE,11207.0,9175159383,Chinese,D,10F,Cycle Inspection / Initial Inspection,BK82
41582117,PANERA BREAD,Queens,6135,JUNCTION BOULEVARD,11374.0,2018184669,American,P,08A,Cycle Inspection / Initial Inspection,QN18
50013450,CAFE SAHARA,Manhattan,4026,10 AVENUE,10034.0,6468820169,Spanish,U,08A,Cycle Inspection / Initial Inspection,MN01
50075906,LE PRIVE,Manhattan,626,10 AVENUE,10036.0,2128372795,French,D,15F6,Smoke-Free Air Act / Initial Inspection,MN15
41449961,PENN SUSHI,Manhattan,0,PENN STATION,10121.0,2125645496,Japanese,F,08A,Cycle Inspection / Re-inspection,MN17
50089268,CLINTON HALL,Brooklyn,247,METROPOLITAN AVENUE,11211.0,9294196988,American,F,08A,Pre-permit (Operational) / Initial Inspection,BK73
40677036,LE ZIE TRATTORIA,Manhattan,172,7 AVENUE,10011.0,2122068686,Italian,P,06D,Cycle Inspection / Initial Inspection,MN13
50019263,APPLEBEE'S,Bronx,1776,EASTCHESTER ROAD,10461.0,7187925000,American,D,06D,Cycle Inspection / Initial Inspection,BX37
50000391,LA BREA BAKERY,Queens,NKA,JFK INTERNATIONAL AIRPORT,11430.0,7187514759,American,D,04N,Cycle Inspection / Initial Inspection,QN98
50062800,BARDOLINO PIZZA,Manhattan,1505,LEXINGTON AVENUE,10029.0,6469187455,Pizza,F,04A,Cycle Inspection / Initial Inspection,MN33
41126295,O'LA BLANCA,Queens,2804,STEINWAY STREET,11103.0,7182042511,Eastern European,D,06D,Cycle Inspection / Initial Inspection,QN70
40601254,ALADDIN,Queens,2906,36 AVENUE,11106.0,7187842554,Indian,F,06C,Cycle Inspection / Initial Inspection,QN68
41054662,STARBUCKS,Manhattan,90,PARK AVENUE,10016.0,2126615489,Coffee/Tea,D,04L,Cycle Inspection / Initial Inspection,MN20
50011100,XOCHIL PIZZA,Brooklyn,4613,5 AVENUE,11220.0,7184352288,Pizza,D,05D,Cycle Inspection / Initial Inspection,BK34
41710894,CAFE OLE RESTAURANT,Queens,3809,36 AVENUE,11101.0,7183497777,Spanish,D,08A,Cycle Inspection / Re-inspection,QN70
50042177,ABDULLAH SWEETS AND RESTAURANT,Brooklyn,91,CHURCH AVENUE,11218.0,7187665381,Bangladeshi,F,02G,Cycle Inspection / Re-inspection,BK41
50001060,TAQUERIA CHILA,Queens,8628,ROOSEVELT AVE,11372.0,7187794685,Latin American,B,,Cycle Inspection / Initial Inspection,QN29
40510341,THE MUFFIN CAFE,Manhattan,222,COLUMBUS AVENUE,10023.0,2128751173,Coffee/Tea,P,04N,Cycle Inspection / Initial Inspection,MN14
41285675,THE BOWERY HOTEL BAR,Manhattan,335,BOWERY,10003.0,2125059100,American,D,06A,Cycle Inspection / Initial Inspection,MN22
50014381,CROWN GRILL HALAL CHICKEN,Brooklyn,357,NOSTRAND AVENUE,11216.0,7186381004,Chicken,F,08A,Cycle Inspection / Initial Inspection,BK75
50065389,KERVAN,Brooklyn,1811,EMMONS AVENUE,11235.0,3474171916,Turkish,D,10H,Cycle Inspection / Re-inspection,BK17
50002512,WING LING,Bronx,159B,EAST  170 STREET,10452.0,7185380278,Chinese,F,06C,Cycle Inspection / Re-inspection,BX63
50083909,C LOUNGE,Bronx,1186,EVERGREEN AVENUE,10472.0,6467097366,Latin American,F,06D,Pre-permit (Operational) / Initial Inspection,BX55
40659758,ROTI BOTI RESTAURANT,Queens,27-09,21 STREET,11102.0,7182787888,Pakistani,F,04A,Cycle Inspection / Initial Inspection,QN71
50072444,THE SPOT CAFE,Queens,6105,MADISON ST,11385.0,9176988789,Coffee/Tea,U,02G,Cycle Inspection / Initial Inspection,QN20
40668700,TRACK KITCHEN,Queens,110-00,ROCKAWAY BOULEVARD,11420.0,7188437354,American,U,10B,Cycle Inspection / Re-inspection,QN55
40729582,UNITED GROCERY & DELI,Manhattan,177,HUDSON STREET,10013.0,2123343379,Sandwiches,U,08A,Cycle Inspection / Initial Inspection,MN24
50035219,NBC CAFETERIA (11th FLR),Manhattan,30,ROCKEFELLER CENTER,10111.0,2126641677,American,D,10B,Cycle Inspection / Initial Inspection,MN17
50098362,NICE FISH & NOODLE HOUSE,Manhattan,14,ELIZABETH STREET,10013.0,6469520285,Chinese,F,04L,Pre-permit (Operational) / Initial Inspection,MN27
41460812,FORBELL CAFE (U.S. POST OFFICE CAFETERIA),Brooklyn,1050,FORBELL STREET,11208.0,7186474455,American,F,06A,Cycle Inspection / Initial Inspection,BK82
41469010,MOMENTO RESTAURANT,Queens,2513,QUEENS PLAZA NORTH,11101.0,7187868297,Spanish,P,08A,Cycle Inspection / Initial Inspection,QN68
50097573,HAWKERS,Manhattan,225,EAST   14 STREET,10003.0,9176893481,Thai,F,02G,Pre-permit (Operational) / Initial Inspection,MN21
41693861,ACE BAGEL & DELI,Queens,253-05,NORTHERN BOULEVARD,11362.0,7182240014,Bagels/Pretzels,D,06D,Cycle Inspection / Re-inspection,QN45
40385161,AUTOMATIC SLIMS,Manhattan,733,WASHINGTON STREET,10014.0,2126458660,American,P,04A,Cycle Inspection / Initial Inspection,MN23
50019001,ROAST KITCHEN,Manhattan,58,EAST   56 STREET,10022.0,2127764395,American,D,10F,Cycle Inspection / Initial Inspection,MN17
41302151,GOLDEN WAY CHINESE RESTAURANT,Queens,133-09,CROSS BAY BOULEVARD,11417.0,7188458899,Chinese,P,09B,Cycle Inspection / Initial Inspection,QN56
41244516,RALPHS'S COFFEE SHOP & DINER,Queens,2123,MOTT AVENUE,11691.0,7183279724,Latin American,D,02G,Cycle Inspection / Initial Inspection,QN15
50098567,MARINARA,Manhattan,379,PARK AVENUE SOUTH,10016.0,6466495282,Pizza,F,02B,Pre-permit (Operational) / Initial Inspection,MN21
40728858,VOL DE NUIT,Manhattan,148,WEST    4 STREET,10012.0,2129823388,French,D,10I,Cycle Inspection / Initial Inspection,MN23
50048673,ISTRIA SPORT CLUB,Queens,2809,ASTORIA BLVD,11102.0,7187283181,Eastern European,D,06E,Cycle Inspection / Initial Inspection,QN71
50080673,RALPH'S FAMOUS ITALIAN ICES,Manhattan,370,2 AVENUE,10010.0,9174090027,Frozen Desserts,D,22G,Pre-permit (Operational) / Initial Inspection,MN21
50109132,LE PAVILLON,Manhattan,1,VANDERBILT AVE,10017.0,6465197096,,,,,MN19
50083089,BUONA NOTTE,Manhattan,120,MULBERRY STREET,10013.0,2129651111,Italian,F,05D,Cycle Inspection / Re-inspection,MN24
50097033,IGGY'S FALAFEL,Manhattan,127,RIVINGTON STREET,10002.0,6467073883,Bangladeshi,F,10F,Pre-permit (Operational) / Initial Inspection,MN27
50019095,EARLY,Brooklyn,967,MANHATTAN AVENUE,11222.0,7183836963,Coffee/Tea,D,06C,Cycle Inspection / Initial Inspection,BK76
50033842,RU YI BROADWAY RESTAURANT,Queens,8334,BROADWAY,11373.0,7186393366,Chinese,P,04L,Cycle Inspection / Initial Inspection,QN50
41694146,HU KITCHEN,Manhattan,78,5 AVENUE,10011.0,2125108919,American,D,10F,Cycle Inspection / Re-inspection,MN23
41714339,BUCA DI BEPPO,Brooklyn,1540,BROADWAY,11221.0,2127646527,Italian,D,10J,Cycle Inspection / Compliance Inspection,BK79
41319232,SALUGGI'S,Manhattan,325,CHURCH STREET,10013.0,2122267900,Italian,D,06D,Cycle Inspection / Re-inspection,MN24
41707582,SUGI SUSHI,Bronx,3799,EAST TREMONT AVENUE,10465.0,7188236868,Japanese,D,06C,Cycle Inspection / Initial Inspection,BX52
50090031,NEW FRESH TORTILLAS TACO,Brooklyn,1708,86 STREET,11214.0,7188374966,Tex-Mex,D,06D,Pre-permit (Operational) / Initial Inspection,BK27
50047964,DONUT CONNECTION,Brooklyn,1621,MERMAID AVENUE,11224.0,7187086865,Donuts,U,06D,Cycle Inspection / Initial Inspection,BK21
50000468,TEXAS CHICKEN &BURGER,Bronx,509,WILLIS AVENUE,10455.0,3472705813,Chicken,D,02B,Cycle Inspection / Re-inspection,BX39
41488846,"INTERCONTINENTAL NEW YORK TIMES SQUARE, TODD ENGLISH THE STINGER",Manhattan,306,WEST   44 STREET,10036.0,2128034563,French,F,04N,Cycle Inspection / Initial Inspection,MN15
50076656,BUNNY,Brooklyn,449,NOSTRAND AVENUE,11216.0,6464796871,Mediterranean,E,06C,Pre-permit (Non-operational) / Initial Inspection,BK75
50098720,PROSPECT PIZZA,Brooklyn,599,FLATBUSH AVENUE,11225.0,3476634410,Pizza,P,02B,Pre-permit (Operational) / Initial Inspection,BK60
50010736,THINK COFFEE,Manhattan,568,6 AVENUE,10011.0,2122552817,Coffee/Tea,U,10F,Cycle Inspection / Initial Inspection,MN13
50076931,CORONA GREAT CHINA,Brooklyn,5421,5 AVENUE,11220.0,7185672816,Chinese,D,02G,Pre-permit (Operational) / Initial Inspection,BK34
41108068,JOPHSUA 19,Queens,13406,JAMAICA AVENUE,11418.0,7182062115,Mexican,D,04H,Cycle Inspection / Initial Inspection,QN54
40372618,BURGER KING,Queens,15405,ROCKAWAY BOULEVARD,11434.0,7185275044,Hamburgers,D,08A,Cycle Inspection / Re-inspection,QN02
41425805,NEW FRESCO TORTILLAS,Manhattan,63,READE STREET,10007.0,2127912438,Tex-Mex,D,10F,Cycle Inspection / Re-inspection,MN24
40608422,BEDFORD CAFE & RESTAURANT,Bronx,1,EAST BEDFORD PARK BOULEVARD,10468.0,7183653416,American,D,10F,Cycle Inspection / Initial Inspection,BX05
50072165,NO. 1 YUMMY TACO,Queens,15401,UNION TPKE,11367.0,7183808880,Tex-Mex,D,02B,Cycle Inspection / Initial Inspection,QN37
41236123,LA SALLE BAKERY,Bronx,3139,EAST TREMONT AVENUE,10461.0,7188234218,Bakery Products/Desserts,F,04L,Cycle Inspection / Initial Inspection,BX52
41693949,LUCKY DRAGON BAKERY,Brooklyn,5214,8 AVENUE,11220.0,7188513688,Bakery Products/Desserts,S,22C,Administrative Miscellaneous / Re-inspection,BK34
41256599,HARRY'S ITALIAN,Manhattan,2,GOLD STREET,10038.0,2127470797,Italian,D,10F,Cycle Inspection / Re-inspection,MN25
50004351,IL PORTO BRICK OVEN RISTORANTE,Brooklyn,37,WASHINGTON AVENUE,11205.0,7186240954,Italian,U,04L,Cycle Inspection / Compliance Inspection,BK99
50043693,IVY JUICE BAR & DELI INC,Bronx,800,EAST  149 STREET,10455.0,9174719220,"Juice, Smoothies, Fruit Salads",D,06F,Cycle Inspection / Re-inspection,BX39
40363630,LORENZO & MARIA'S KITCHEN,Manhattan,1418,THIRD AVENUE,10028.0,2127941080,Continental,F,20F,Administrative Miscellaneous / Initial Inspection,MN40
40703714,PALM RESTAURANT,Manhattan,250,WEST   50 STREET,10019.0,2123337256,Steakhouse,P,02G,Cycle Inspection / Initial Inspection,MN17
50079731,J-II PIZZERIA,Brooklyn,1424,AVENUE M,11230.0,7186454753,Pizza,D,02B,Pre-permit (Operational) / Re-inspection,BK43
50062985,SHIPWRECKED MINIATURE GOLF,Brooklyn,619,COURT STREET,11231.0,7188524653,Pizza,D,04L,Cycle Inspection / Initial Inspection,BK33
50077090,HUABEI DUMPLING RAMEN,Queens,13358,41ST AVE,11355.0,7188868176,Asian/Asian Fusion,F,04A,Cycle Inspection / Initial Inspection,QN22
50070352,THE CLUB,Manhattan,65,EAST   55 STREET,10022.0,3477743683,American,D,10F,Pre-permit (Operational) / Re-inspection,MN17
41083785,PAKIZA RESTAURANT,Brooklyn,1032,CONEY ISLAND AVENUE,11230.0,7184345596,Pakistani,8,08A,Cycle Inspection / Reopening Inspection,BK42
50081649,PAULIE GEE SLICE JOINT,Brooklyn,110,FRANKLIN STREET,11222.0,9293376385,Pizza,F,06D,Pre-permit (Operational) / Initial Inspection,BK76
50032715,SUGAR HILL CAFE,Manhattan,410,WEST  145 STREET,10031.0,2122342024,Coffee/Tea,U,04L,Cycle Inspection / Initial Inspection,MN04
50082270,PRINCESOS NY,Manhattan,1506B,SAINT NICHOLAS AVENUE,10033.0,6464209869,Bakery Products/Desserts,D,04A,Cycle Inspection / Re-inspection,MN35
50077773,SUSHI FAMILY,Queens,35-48,UNION STREET,11354.0,7183212231,Seafood,G,08A,Pre-permit (Operational) / Initial Inspection,QN22
41231076,MAMA LETI'S,Queens,40-07,JUNCTION BOULEVARD,11368.0,7184763497,Latin American,U,02G,Cycle Inspection / Re-inspection,QN26
41539489,PICANTE PICANTE RESTAURANT,Bronx,156A,WEST  231 STREET,10463.0,7187087100,Mexican,F,06C,Cycle Inspection / Initial Inspection,BX28
40383464,LE BERNARDIN,Manhattan,155,WEST   51 STREET,10019.0,2125541515,French,D,10F,Cycle Inspection / Initial Inspection,MN17
41107780,LOS RANCHEROS,Queens,162-10,JAMAICA AVENUE,11432.0,7182978885,Latin American,P,10F,Cycle Inspection / Initial Inspection,QN61
50012277,CUZCO PERU BBQ CHICKEN,Queens,13813,QUEENS BLVD,11435.0,7185584455,Peruvian,D,02H,Cycle Inspection / Initial Inspection,QN35
41529756,CHIQUITA'S RESTAURANT,Queens,60-59,MYRTLE AVENUE,11385.0,7183860500,Spanish,D,08A,Cycle Inspection / Re-inspection,QN20
50045593,TAUROS BAR AND RESTAURANT,Queens,10802,JAMAICA AVE,11418.0,7186076287,Latin American,F,10F,Cycle Inspection / Initial Inspection,QN54
41710976,SWEET MAMA'S SOUL FOOD,Manhattan,689,LENOX AVENUE,10037.0,2129399383,Soul Food,F,04N,Cycle Inspection / Re-inspection,MN03
50004805,CHINA DRAGON EXPRESS,Brooklyn,3467,ATLANTIC AVENUE,11208.0,7188273258,Chinese,D,10I,Cycle Inspection / Initial Inspection,BK83
50069729,THE HAIRY LEMON,Manhattan,28,AVENUE B,10009.0,6465229863,American,F,10H,Pre-permit (Operational) / Initial Inspection,MN22
50057206,HO WON BAKE,Manhattan,146,HESTER STREET,10013.0,2129665626,Bakery Products/Desserts,D,08A,Cycle Inspection / Initial Inspection,MN24
41302020,PAMPAS ARGENTINAS,Queens,105-07,METROPOLITAN AVENUE,11375.0,7182689606,Latin American,F,06E,Cycle Inspection / Initial Inspection,QN17
50044427,JING WAH CHINESE RESTAURANT,Queens,8720,LIBERTY AVE,11417.0,7187387377,Chinese,P,10F,Cycle Inspection / Initial Inspection,QN56
40682609,VIA BRASIL,Manhattan,3436,WEST   46 STREET,,2129971158,Brazilian,D,06C,Cycle Inspection / Initial Inspection,
40513133,EL CONTINENTAL RESTAURANT,Brooklyn,672,FIFTH AVENUE,11215.0,7188321327,Latin American,D,15F6,Smoke-Free Air Act / Re-inspection,BK37
41197758,CURRY LEAVES RESTAURANT,Queens,13531,40 ROAD,11354.0,7187629313,Southeast Asian,D,02G,Cycle Inspection / Re-inspection,QN22
41098211,DOUGIE'S JAMAICAN CUISINE,Brooklyn,9604,AVENUE L,11236.0,7182515444,Donuts,P,04M,Cycle Inspection / Initial Inspection,BK50
50046726,CHIRPING CHICKEN,Manhattan,72,GRAND CENTRAL TERMINAL,10017.0,2126614059,Chicken,G,10F,Cycle Inspection / Re-inspection,MN19
40389807,CHAMP GOURMET,Manhattan,30,BROAD STREET,10004.0,2123634000,American,D,06C,Cycle Inspection / Initial Inspection,MN25
40387746,ROSEBANK TAVERN,Staten Island,1258,BAY STREET,10305.0,7184479423,American,D,06D,Cycle Inspection / Initial Inspection,SI37
50089409,KA LOK KITCHEN,Queens,13418,NORTHERN BLVD,11354.0,7184633333,Chinese,D,10H,Pre-permit (Operational) / Initial Inspection,QN22
50070032,CROWN HEIGHTS MOZZARELLA,Brooklyn,265,TROY AVENUE,11213.0,3477751725,Jewish/Kosher,F,06A,Cycle Inspection / Re-inspection,BK61
41713782,STUMPTOWN COFFEE ROASTERS,Manhattan,30,WEST    8 STREET,10011.0,3474147802,Coffee/Tea,U,08A,Cycle Inspection / Initial Inspection,MN23
40901214,CHILI'S GRILL & BAR,Staten Island,1497,RICHMOND AVENUE,10314.0,7186970883,Tex-Mex,D,08A,Cycle Inspection / Re-inspection,SI05
41290548,STARBUCKS,Manhattan,14,WEST   23 STREET,10010.0,2123672050,Coffee/Tea,D,06D,Cycle Inspection / Re-inspection,MN13
50061298,ABIKO CURRY,Manhattan,2,WEST   32 STREET,10001.0,2126950888,Japanese,D,06C,Pre-permit (Operational) / Re-inspection,MN17
41633091,KING GRILL RESTAURANT,Bronx,855,EAST  169 STREET,10459.0,3476347063,Latin American,F,04L,Cycle Inspection / Initial Inspection,BX35
50071820,ZAIKA NEW YORK,Manhattan,230,EAST   44 STREET,10017.0,2126979797,Indian,U,04M,Cycle Inspection / Re-inspection,MN19
50007382,MEMORIES BAR SHEVROJA,Brooklyn,2611,BATH AVENUE,11214.0,7187152911,Eastern European,D,09C,Cycle Inspection / Re-inspection,BK29
50072677,TASTE OF CHINA,Staten Island,90,GUYON AVENUE,10306.0,7183511520,Chinese,U,02G,Cycle Inspection / Initial Inspection,SI25
50000500,STARBUCKS,Manhattan,625,8 AVENUE,10018.0,2122739613,Coffee/Tea,D,08A,Cycle Inspection / Initial Inspection,MN15
50099656,LULU DUTCH POT RESTAURANT,Bronx,839,BURKE AVENUE,10467.0,9292224534,Caribbean,G,04L,Pre-permit (Operational) / Re-inspection,BX44
50007239,OLD STANLEY'S,Brooklyn,226,WYCKOFF AVENUE,11237.0,9176588941,American,D,10F,Cycle Inspection / Initial Inspection,BK77
41520844,POP'S COFFEE DINER,Queens,4429B,KISSENA BOULEVARD,11355.0,7184637719,American,F,08A,Cycle Inspection / Initial Inspection,QN22
40733080,"DUNKIN',' BASKIN ROBBINS",Brooklyn,137,WYCKOFF AVENUE,11237.0,7184182483,Donuts,F,05E,Cycle Inspection / Initial Inspection,BK77
41516054,CAFE MAGGIO,Manhattan,555,EAST   90 STREET,10128.0,6469812291,American,D,10F,Cycle Inspection / Initial Inspection,MN32
41410205,LOCANDA VERDE,Manhattan,377,GREENWICH STREET,10013.0,2129253797,Italian,D,10B,Cycle Inspection / Initial Inspection,MN24
40399867,DOMINO'S,Manhattan,181,CHURCH STREET,10007.0,2125668888,Pizza,P,10F,Cycle Inspection / Initial Inspection,MN24
40371614,LA BARAKA RESTAURANT,Queens,25509,NORTHERN BOULEVARD,11362.0,7184281461,French,F,06E,Cycle Inspection / Initial Inspection,QN45
41633013,TOMO JAPANESE RESTAURANT,Staten Island,4561,AMBOY ROAD,10312.0,7182275100,Japanese,P,06D,Cycle Inspection / Initial Inspection,SI01
41712533,I LOVE PARAGUAY,Queens,4316,GREENPOINT AVENUE,11104.0,7187865534,Spanish,D,06A,Cycle Inspection / Initial Inspection,QN31
41710527,JUST SALAD,Manhattan,321,WEST   49 STREET,10019.0,2122441111,Salads,D,10B,Cycle Inspection / Initial Inspection,MN15
50083577,PPL COFFEE,Brooklyn,233,SOUTH    1 STREET,11211.0,6462463525,Coffee/Tea,D,10B,Pre-permit (Operational) / Compliance Inspection,BK73
40909205,STARBUCKS,Manhattan,0,GRAND CENTRAL STATION TERMINAL,,2123704161,Coffee/Tea,D,10F,Cycle Inspection / Initial Inspection,
50056654,C FRUIT LIFE,Queens,13529,ROOSEVELT AVE,11354.0,6465107979,Chinese,U,08A,Cycle Inspection / Re-inspection,QN22
41417854,DUNKIN,Brooklyn,2801,KNAPP STREET,11235.0,7186153184,Donuts,D,10I,Cycle Inspection / Initial Inspection,BK17
50077882,CASTELL ROOFTOP,Manhattan,260,WEST   40 STREET,10018.0,2123982700,Tapas,D,10J,Pre-permit (Operational) / Initial Inspection,MN17
40574871,BALTHAZAR RESTAURANT,Manhattan,80,SPRING STREET,10012.0,2129651785,French,P,10F,Cycle Inspection / Initial Inspection,MN24
50009816,CITY OF SAINTS COFFEE ROASTERS,Manhattan,79,EAST   10 STREET,10003.0,6465901621,Coffee/Tea,D,10F,Cycle Inspection / Re-inspection,MN22
50079577,COCOA BAR,Manhattan,19,CLINTON STREET,10002.0,2126777414,Coffee/Tea,B,,Trans Fat / Initial Inspection,MN27
50070740,JORDAN JUICE AND SALAD BAR,Manhattan,4462,BROADWAY,10040.0,6468691563,"Juice, Smoothies, Fruit Salads",U,06C,Cycle Inspection / Initial Inspection,MN35
41616073,GRUENEBAUM'S BAKERY & CAFE,Bronx,5663,RIVERDALE AVENUE,10471.0,7184324779,Jewish/Kosher,D,08A,Cycle Inspection / Initial Inspection,BX22
50034992,EMPANADAS MONUMENTAL,Manhattan,550,WEST  181 STREET,10033.0,6469645773,Latin American,F,04A,Cycle Inspection / Initial Inspection,MN35
40369087,BLUE BAY RESTAURANT,Bronx,3533,JOHNSON AVENUE,10463.0,7188846476,American,F,04M,Cycle Inspection / Initial Inspection,BX29
50017341,GREGORY'S COFFEE,Manhattan,350,HUDSON STREET,10014.0,6466570803,Coffee/Tea,P,04N,Cycle Inspection / Initial Inspection,MN24
41237824,NEW WIN HING III CHINESE RESTAURANT,Staten Island,1282,CLOVE ROAD,10301.0,7188168888,Chinese,D,02G,Cycle Inspection / Initial Inspection,SI07
41389443,PETER'S ISLAND CAFE,Queens,1,CROSS ISLAND PLAZA,11422.0,7187231925,American,D,06D,Cycle Inspection / Initial Inspection,QN05
50032677,DANIELA'S CAFE,Brooklyn,3901,NEW UTRECHT AVENUE,11219.0,7184310999,Mexican,P,02G,Cycle Inspection / Initial Inspection,BK34
50003233,HAPPY WOK,Manhattan,175,AVENUE C,10009.0,2122282555,Chinese,U,02B,Cycle Inspection / Initial Inspection,MN28
41267566,SMITH & MILLS,Manhattan,71,NORTH MOORE STREET,10013.0,2122262515,American,F,08A,Cycle Inspection / Initial Inspection,MN24
50089371,KUSINA PINOY BISTRO,Queens,6916,ROOSEVELT AVE,11377.0,3479249977,Filipino,F,10B,Pre-permit (Operational) / Initial Inspection,QN63
40423571,ARTUSO PASTRY SHOP,Bronx,670,EAST  187 STREET,10458.0,7183672515,Italian,P,04N,Cycle Inspection / Initial Inspection,BX06
50061138,OM WOK,Queens,8917,NORTHERN BLVD,11372.0,7186398800,Chinese,D,02B,Cycle Inspection / Initial Inspection,QN28
50066806,THE CELTIC COVE,Queens,29-01,FRANCIS LEWIS BOULEVARD,11358.0,9179576807,American,D,10H,Cycle Inspection / Initial Inspection,QN46
50015981,SHUNDECK RESTAURANT,Brooklyn,2332,86 STREET,11214.0,9179339779,Chinese,F,02H,Cycle Inspection / Re-inspection,BK29
50000281,DAIRY QUEEN GRILL & CHILL,Staten Island,10,FERRY TERMINAL DR,,7184476035,American,D,10F,Cycle Inspection / Initial Inspection,
50057264,BOMBAY SPICE,Brooklyn,1018,BERGEN STREET,11216.0,7184843111,Indian,U,10B,Cycle Inspection / Initial Inspection,BK61
41035387,BAR VELOCE,Manhattan,176,7 AVENUE,10011.0,2122291900,American,D,10F,Cycle Inspection / Re-inspection,MN13
50099727,JE COFFEE SHOP,Brooklyn,162,IRVING AVENUE,11237.0,7184844060,Coffee/Tea,U,06C,Pre-permit (Operational) / Re-inspection,BK77
50103164,CARPE VINO,Brooklyn,144,DECATUR STREET,11233.0,7187917485,American,D,10B,Pre-permit (Non-operational) / Initial Inspection,BK35
50093899,NONNAS PIZZERIA,Brooklyn,253,NASSAU AVENUE,11222.0,7183892600,Pizza,F,04N,Pre-permit (Operational) / Initial Inspection,BK76
41547684,PLANET WINGS,Staten Island,480,FOREST AVENUE,10310.0,7187209464,Chicken,D,10F,Cycle Inspection / Initial Inspection,SI35
50059659,KING OF FALAFEL & SHAWARMA,Queens,3015,BROADWAY,11106.0,7183408068,Mediterranean,F,04L,Cycle Inspection / Initial Inspection,QN70
50059995,THE POOL| THE GRILL,Manhattan,99,EAST   52 STREET,10022.0,2123759001,American,P,08A,Cycle Inspection / Initial Inspection,MN19
41353228,VINOTAPA,Manhattan,201203,EAST   31 STREET,,2127258466,American,D,04L,Cycle Inspection / Re-inspection,
50059280,LOS TIGRES BAKERY,Brooklyn,6702,13 AVENUE,11219.0,9175685379,Bakery Products/Desserts,D,08A,Cycle Inspection / Re-inspection,BK30
41582631,TINY'S AND THE BAR UPSTAIRS,Manhattan,135,WEST BROADWAY,10013.0,2123741137,American,D,10F,Cycle Inspection / Re-inspection,MN24
41277461,ANTONIO'S RESTAURANT,Bronx,211,EAST  167 STREET,10456.0,7189923367,Latin American,F,10B,Cycle Inspection / Initial Inspection,BX14
50056450,K & V BAKERY,Brooklyn,1405,AVENUE U,11229.0,7186270986,Bakery Products/Desserts,D,06D,Cycle Inspection / Initial Inspection,BK44
41662314,JUSTINOS PIZZERIA,Staten Island,89,GUYON AVENUE,10306.0,7186682020,Pizza,P,04L,Cycle Inspection / Initial Inspection,SI25
41548334,55 THOMAS CAFE,Manhattan,55,THOMAS STREET,10013.0,2128867347,American,P,02B,Cycle Inspection / Initial Inspection,MN24
41125878,O'HANLON'S BAR,Manhattan,349,EAST   14 STREET,10003.0,2125337333,Irish,D,06D,Cycle Inspection / Re-inspection,MN21
41457424,JIMBO'S HAMBURGER PALACE,Bronx,4137,WHITE PLAINS ROAD,10466.0,7185470003,Hamburgers,U,06D,Cycle Inspection / Initial Inspection,BX44
50065726,LINCOLN FRIED CHICKEN,Manhattan,576,WEST  125 STREET,10027.0,2126625489,Chicken,U,10E,Pre-permit (Operational) / Re-inspection,MN09
41695391,NEW HUNAN WOK,Queens,14112,ROCKWAY BOULEVARD,,7185297332,Chinese,U,08A,Cycle Inspection / Re-inspection,
50090844,BREADS BAKERY,Brooklyn,55,WATER STREET,11201.0,9177437388,Bakery Products/Desserts,G,10H,Pre-permit (Operational) / Initial Inspection,BK38
50039472,ARTH ALGANATIN,Bronx,700,RHINELANDER AVENUE,10462.0,7189189181,Middle Eastern,P,04N,Cycle Inspection / Initial Inspection,BX37
50070271,HOLD FAST,Manhattan,364,WEST   46 STREET,10036.0,9172616691,American,F,04L,Pre-permit (Operational) / Initial Inspection,MN15
41382108,PEARL DINER,Manhattan,212,PEARL STREET,10038.0,2123446620,American,U,06F,Cycle Inspection / Initial Inspection,MN25
40998983,"CASA MONO, BAR JAMON (NEXT DOOR)",Manhattan,52,IRVING PLACE,10003.0,2122532773,Tapas,D,08A,Cycle Inspection / Initial Inspection,MN21
50001835,ANTLER BEER & WINE DISPENSARY,Manhattan,123,ALLEN STREET,10002.0,2124325000,American,U,06B,Cycle Inspection / Initial Inspection,MN27
41074502,MEZCALS,Brooklyn,1474,86 STREET,11228.0,7182362793,Mexican,P,06C,Cycle Inspection / Initial Inspection,BK27
41014003,STARBUCKS,Manhattan,1535,BROADWAY,10036.0,2127048937,Coffee/Tea,D,04N,Cycle Inspection / Initial Inspection,MN17
40947971,K & Q RESTARUANT,Bronx,706,BURKE AVENUE,10467.0,7187987673,Chinese,D,04N,Cycle Inspection / Initial Inspection,BX07
40554369,CATCH 22,Brooklyn,7221,3 AVENUE,11209.0,7189215869,American,P,04N,Cycle Inspection / Initial Inspection,BK31
