Taxonomic_Serial_Numbers,Scientific_Names,English_Names,French_Names,Family_Scientific_Names,English_Species_Risk_Groups,French_Species_Risk_Groups
172413,Scomber colias,Atlantic Chub Mackerel,Maquereau blanc,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172412,Scomber japonicus,Chub Mackerel,Maquereau Espagnol,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172412,Scomber japonicus,Pacific Mackerel,Maquereau Du Pacifique,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172414,Scomber scombrus,Atlantic Mackerel,Maquereau,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172414,Scomber scombrus,Mackerel,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172411,Scomber spp.,Mackerel,Maquereau,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172411,Scomber spp.,Mackerel,Maquereau,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
165612,Scomberesox saurus,Saury,Balaou De L'atlantique,Scomberesocidae,Subject to Histamine,Sujet à la production d'histamine
165612,Scomberesox saurus,Atlantic Saury,Balaou,Scomberesocidae,Subject to Histamine,Sujet à la production d'histamine
621132,Scomberoides commersonnianus,Queenfish,Sauteur,Carangidae,Subject to Histamine,Sujet à la production d'histamine
202045,Scomberomorus brasiliensis,,Thazard serra,Scombridae,Subject to Histamine,Sujet à la production d'histamine
202045,Scomberomorus brasiliensis,,Thazard serra,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
202045,Scomberomorus brasiliensis,Serra Spanish Mackerel,Thazard tacheté du Sud,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
202045,Scomberomorus brasiliensis,Serra Spanish Mackerel,Thazard tacheté du Sud,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172435,Scomberomorus cavalla,King Mackerel,Maquereau Bonite,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172435,Scomberomorus cavalla,Kingfish,Thazard,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172435,Scomberomorus cavalla,Kingfish,Thazard,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172435,Scomberomorus cavalla,Spanish Mackerel,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172435,Scomberomorus cavalla,King Mackerel,Maquereau Bonite,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172435,Scomberomorus cavalla,Spanish Mackerel,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172441,Scomberomorus commerson,Narrowbarred Mackerel,Thazard Rayé Indo-pacifique,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172441,Scomberomorus commerson,Narrowbarred Mackerel,Thazard Rayé Indo-pacifique,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172441,Scomberomorus commerson,Narrow-barred Spanish Mackerel,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172441,Scomberomorus commerson,Narrow-barred Spanish Mackerel,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172446,Scomberomorus niphonius,Japanese Spanish Mackerel,Thazard oriental,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172446,Scomberomorus niphonius,Japanese Seerfish,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172446,Scomberomorus niphonius,Japanese Spanish Mackerel,Thazard oriental,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172446,Scomberomorus niphonius,Japanese Seerfish,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172440,Scomberomorus sierra,Spanish Mackerel,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172440,Scomberomorus sierra,Pacific Sierra,Thazard Sierra,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172440,Scomberomorus sierra,Spanish Mackerel,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172440,Scomberomorus sierra,Pacific Sierra,Thazard Sierra,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172449,Scomberomorus sinensis,Chinese Seerfish,Thazard Nébuleux,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172449,Scomberomorus sinensis,Chinese Seerfish,Thazard Nébuleux,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172434,Scomberomorus spp.,Spanish Mackerel,,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172434,Scomberomorus spp.,Wahoo,Thazard,Scombridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172434,Scomberomorus spp.,Spanish Mackerel,,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172434,Scomberomorus spp.,Wahoo,Thazard,Scombridae,Subject to Histamine,Sujet à la production d'histamine
172749,Scophthalmus rhombus,Brill,Barbue,Scophthalmidae,,
166827,Scorpaena guttata,California Scorpionfish,Rascasse,Scorpaenidae,,
166827,Scorpaena guttata,Scorpionfish,Rascasse Californienne,Scorpaenidae,,
160065,Scyliorhinus canicula,Shark,Requin,Scyliorhinidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
660571,Scylla serrata,Crab,Crabe,Portunidae,,
166706,Sebastes aleutianus,Rougheye Rockfish,,Scorpaenidae,,
166707,Sebastes alutus,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166707,Sebastes alutus,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166707,Sebastes alutus,Redfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166707,Sebastes alutus,Ocean Perch,Sébaste,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166707,Sebastes alutus,Pacific Ocean Perch,Sébaste À Longue Machoire,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166710,Sebastes babcocki,Pacific Snapper,Sébaste À Bandes Rouges,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166710,Sebastes babcocki,Redbanded Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166710,Sebastes babcocki,Pacific Snapper,Poisson Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166710,Sebastes babcocki,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166710,Sebastes babcocki,Rockfish,Sébaste À Oeil Épineux,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166712,Sebastes borealis,Pacific Snapper,Poisson Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166712,Sebastes borealis,Rockfish,Sébaste Boréal,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166712,Sebastes borealis,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166712,Sebastes borealis,Shortraker Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166711,Sebastes brevispinis,Pacific Snapper,Sébaste Argenté,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166711,Sebastes brevispinis,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166711,Sebastes brevispinis,Silvergray Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166778,Sebastes capensis,Ocean Perch,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166778,Sebastes capensis,South African Ocean Perch,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166778,Sebastes capensis,Cape Redfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166778,Sebastes capensis,Atlantic Ocean Perch,Perche Rose Atlantique,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166778,Sebastes capensis,Atlantic Rosefish,Sébaste Du Cap,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166778,Sebastes capensis,Cape Ocean Perch,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166713,Sebastes caurinus,Pacific Snapper,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166713,Sebastes caurinus,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166713,Sebastes caurinus,Copper Rockfish,Sébaste Cuivré,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166715,Sebastes crameri,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166715,Sebastes crameri,Darkblotched Rockfish,Sébaste Tacheté,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166715,Sebastes crameri,Pacific Snapper,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166719,Sebastes entomelas,Widow Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166719,Sebastes entomelas,Pacific Snapper,Veuve,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166719,Sebastes entomelas,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166774,Sebastes fasciatus,Rosefish,Sébaste Atalantique,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166774,Sebastes fasciatus,Acadian Redfish,Perche Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166774,Sebastes fasciatus,Atlantic Ocean Perch,Perche Rose Atlantique,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166774,Sebastes fasciatus,Atlantic Rosefish,Poisson Rouge,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166774,Sebastes fasciatus,Ocean Perch,Sébaste,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166774,Sebastes fasciatus,Redfish,Sébaste Acadien,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166720,Sebastes flavidus,Yellowtail Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166720,Sebastes flavidus,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166720,Sebastes flavidus,Pacific Snapper,Sébaste À Queue Jaune,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166726,Sebastes maliger,Pacific Snapper,Sébaste À Dos Épineux,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166726,Sebastes maliger,Quillback Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166726,Sebastes maliger,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166756,Sebastes mentella,Atlantic Ocean Perch,Perche Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166756,Sebastes mentella,Atlantic Rosefish,Perche Rose Atlantique,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166756,Sebastes mentella,Beaked Redfish,Poisson Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166756,Sebastes mentella,Ocean Perch,Poisson Rouge,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166756,Sebastes mentella,Redfish,Sébaste,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166756,Sebastes mentella,Rosefish,Sébaste Atalantique,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166781,Sebastes norvegicus,Golden Redfish,Sébaste,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166781,Sebastes norvegicus,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166733,Sebastes paucispinis,Pacific Snapper,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166733,Sebastes paucispinis,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166733,Sebastes paucispinis,Bocaccio Rockfish,Bocaccio,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166734,Sebastes pinniger,Pacific Snapper,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166734,Sebastes pinniger,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166734,Sebastes pinniger,Canary Rockfish,Sébaste Canari,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166735,Sebastes polyspinis,Northern Rockfish,Sébaste à Quatorze Épines,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166735,Sebastes polyspinis,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166736,Sebastes proriger,Redstripe Rockfish,Sébaste À Raie Rouge,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166736,Sebastes proriger,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166737,Sebastes reedi,Pacific Red Snapper,Poisson Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166737,Sebastes reedi,Rockfish,Sébaste À Bouche Jaune,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166737,Sebastes reedi,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166737,Sebastes reedi,Yellowmouth Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166738,Sebastes rosaceus,Rosy Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166738,Sebastes rosaceus,Rockfish,Sébaste Rosé,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166738,Sebastes rosaceus,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166740,Sebastes ruberrimus,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166740,Sebastes ruberrimus,Yellow-eye Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166740,Sebastes ruberrimus,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166740,Sebastes ruberrimus,Red Snapper,Sébaste Aux Yeux Jaunes,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166740,Sebastes ruberrimus,Pacific Red Snapper,Poisson Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166740,Sebastes ruberrimus,Snapper,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166705,Sebastes spp.,Rockfish,Sébaste,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166779,Sebastes viviparus,Norway Redfish,Sébaste,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166779,Sebastes viviparus,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166744,Sebastes zacentrus,Sharpchin Rockfish,Sébaste,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166783,Sebastolobus alascanus,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166783,Sebastolobus alascanus,Idiotfish,Poisson Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166783,Sebastolobus alascanus,Pacific Snapper,Sébastolobe À Courtes Épines,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166783,Sebastolobus alascanus,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166783,Sebastolobus alascanus,Shortspined Thornyhead Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166784,Sebastolobus altivelis,Rockfish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166784,Sebastolobus altivelis,Rosefish,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166784,Sebastolobus altivelis,Pacific Snapper,,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166784,Sebastolobus altivelis,Longspine Thornyhead Rockfish,Sébastolobe À Longues Épines,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
166784,Sebastolobus altivelis,Idiotfish,Poisson Rose,Scorpaenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168817,Secutor spp.,Ponyfish,Sapsap,Leiognathidae,,
168677,Selar crumenophthalmus,Bigeye Scad,Sélar Coulissou,Carangidae,Subject to Histamine,Sujet à la production d'histamine
641953,Selaroides leptolepis,Yellowstripe Scad,Selar À Bande Dorée,Carangidae,Subject to Histamine,Sujet à la production d'histamine
170744,Semicossyphus pulcher,Sheepshead,Labre Californien,Labridae,,
170744,Semicossyphus pulcher,California Sheepshead,Labre,Labridae,,
556196,Sepia esculenta,Golden Cuttlefish,Seiche dorée,Sepiidae,,
556117,Sepia pharaonis,Cuttlefish,Seiche,Sepiidae,,
82361,Sepia spp.,Cuttlefish,Seiche,Sepiidae,,
82335,Sepiolidae spp.,,,Sepiolidae,,
556118,Sepioteuthis lessoniana,Squid,Calmar,Loliginidae,,
556118,Sepioteuthis lessoniana,Bigfin Reef Squid,,Loliginidae,,
168689,Seriola dumerili,Amberjack,Sériole,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168689,Seriola dumerili,Rudderfish,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168689,Seriola dumerili,Rudderfish,,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168689,Seriola dumerili,Greater Amberjack,Sériole À Ceintures,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168689,Seriola dumerili,Greater Amberjack,Sériole À Ceintures,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168689,Seriola dumerili,Amberjack,Sériole,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168698,Seriola quinqueradiata,Japanese Amberjack,Sériole du Japon,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168698,Seriola quinqueradiata,Japanese Amberjack,Sériole du Japon,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168691,Seriola rivoliana,Almaco Jack,Sériole,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168691,Seriola rivoliana,Almaco Jack,Sériole,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168691,Seriola rivoliana,Jack,Sériole Limon,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168691,Seriola rivoliana,Jack,Sériole Limon,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168688,Seriola spp.,Amberjack,Sériole,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168688,Seriola spp.,Amberjack,Sériole,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168693,Seriola zonata,Banded Rudderfish,Sériole À Ceintures,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168693,Seriola zonata,Rudderfish,,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168693,Seriola zonata,Rudderfish,,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168693,Seriola zonata,Amberjack,Sériole,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
168693,Seriola zonata,Amberjack,Sériole,Carangidae,Subject to Histamine,Sujet à la production d'histamine
168693,Seriola zonata,Banded Rudderfish,Sériole À Ceintures,Carangidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
172531,Seriolella brama,Blue Warehou,,Centrolophidae,,
172531,Seriolella brama,Common Warehou,,Centrolophidae,,
172531,Seriolella brama,Warehou,,Centrolophidae,,
642977,Seriolella caerula,Warehou,,Centrolophidae,,
642977,Seriolella caerula,White Warehou,,Centrolophidae,,
172534,Seriolella punctata,Silver Warehou,,Centrolophidae,,
172534,Seriolella punctata,Warehou,,Centrolophidae,,
167865,Serranus cabrilla,Comber,Serran,Serranidae,,
167862,Serranus scriba,Rosefish,Sébaste Orangé,Serranidae,,
167862,Serranus scriba,Redfish,Sébaste,Serranidae,,
167862,Serranus scriba,Ocean Perch,Poisson Rouge,Serranidae,,
167862,Serranus scriba,Atlantic Ocean Perch,Perche Rose,Serranidae,,
167862,Serranus scriba,Atlantic Rosefish,Perche Rose Atlantique,Serranidae,,
167862,Serranus scriba,Golden Redfish,Poisson Rose,Serranidae,,
80879,Serripes groenlandicus,Greenland Cockle,,Cardiidae,Subject to Marine Toxins,Sujet aux toxines marines
80879,Serripes groenlandicus,White Cockle Clam,,Cardiidae,Subject to Marine Toxins,Sujet aux toxines marines
80879,Serripes groenlandicus,Cockle,Coque,Cardiidae,Subject to Marine Toxins,Sujet aux toxines marines
96028,Sicyonia brevirostris,Brown Rock Shrimp,,Sicyoniidae,,
96028,Sicyonia brevirostris,Rock Shrimp,,Sicyoniidae,,
81012,Siliqua costata,Razor Clam,Couteau,Pharidae,Subject to Marine Toxins,Sujet aux toxines marines
81008,Siliqua patula,Razor Clam,,Pharidae,Subject to Marine Toxins,Sujet aux toxines marines
81008,Siliqua patula,Clam,Couteau De L'atlantique,Pharidae,Subject to Marine Toxins,Sujet aux toxines marines
168536,Sillago sihama,Silver Sillago,,Sillaginidae,,
168536,Sillago sihama,Sillago,Pêche-madame Argenté,Sillaginidae,,
168527,Sillago spp.,Sillago,Pêche-madame,Sillaginidae,,
164068,Silurus glanis,Sheatfish,Silure Glane,Siluridae,,
641911,Siniperca chuatsi,Mandarin Fish,,Percichthyidae,,
641911,Siniperca chuatsi,Chinese Perch,Poisson Mandarin,Percichthyidae,,
173001,Solea vulgaris,Sole,,Soleidae,,
173001,Solea vulgaris,Flounder,,Soleidae,,
173001,Solea vulgaris,Dover Sole,Sole,Soleidae,,
173001,Solea vulgaris,European Dover Sole,Sole Commune,Soleidae,,
647901,Sparus aurata,Gilthead Bream,Dorade Royale,Sparidae,,
681124,Sperata Aor,Catfish,Silure,Bagridae,,
681124,Sperata Aor,Long-whiskered Catfish,,Bagridae,,
679500,Sperata spp.,Catfish,Silure,Bagridae,,
170425,Sphyraena spp.,Barracuda,Bécune,Sphyraenidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
647857,Spicara smaris,Picarel,Picarel,Centracanthidae,,
162048,Spirinchus starksi,Smelt,Éperlan,Osmeridae,,
162048,Spirinchus starksi,Night Smelt,Éperlan nocturne,Osmeridae,,
80944,Spisula solidissima,Clam,Mactre d'Amérique,Mactridae,Subject to Marine Toxins,Sujet aux toxines marines
80944,Spisula solidissima,Surf Clam,Mactre solide,Mactridae,Subject to Marine Toxins,Sujet aux toxines marines
80944,Spisula solidissima,Bar Clam,,Mactridae,Subject to Marine Toxins,Sujet aux toxines marines
161794,Sprattus antipodum,,,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161788,Sprattus spp.,Sprat,Sprat,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
161789,Sprattus sprattus,Brisling Sardine,,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
160617,Squalus acanthias,Shark,Requin Épineux,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160617,Squalus acanthias,Dogfish,Aiguillat,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160617,Squalus acanthias,Greyfish,Aiguillat Commun,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160617,Squalus acanthias,Spiny Dogfish,,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160617,Squalus acanthias,Northern Shark,Requin,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160621,Squalus blainville,Shark,Requin,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160621,Squalus blainville,Dogfish,Aiguillat Galludo,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160620,Squalus suckleyi,Spiny Dogfish,Aiguillat,Squalidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
160785,Squatina californica,Angel Shark,Ange De Mer,Squatinidae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
162006,Stenodus leucichthys,Inconnu,,Salmonidae,,
162006,Stenodus leucichthys,Coney,Inconnu,Salmonidae,,
169183,Stenotomus caprinus,Longspined Porgy,Spare Épineux,Sparidae,,
169183,Stenotomus caprinus,Seabream,,Sparidae,,
169183,Stenotomus caprinus,Shiner,,Sparidae,,
169183,Stenotomus caprinus,Porgy,,Sparidae,,
169182,Stenotomus chrysops,Scup,,Sparidae,,
169182,Stenotomus chrysops,Porgy,Spare Doré,Sparidae,,
158342,Stichopodidae spp,,Concombre De Mer,Stichopodidae,,
158342,Stichopodidae spp,Sea Cucumber,Holothurie,Stichopodidae,,
161866,Stolephorus spp.,Anchovy,Anchois,Engraulidae,Subject to Histamine,Sujet à la production d'histamine
172577,Stromateus fiatola,,,Stromateidae,,
72555,Strombus spp.,Conch,Conque,Strombidae,,
157969,Strongylocentrotus droebachiensis,Sea Urchin,Oursin Vert,Echinidae,,
157969,Strongylocentrotus droebachiensis,Green Sea Urchin,Oursin,Echinidae,,
157971,Strongylocentrotus franciscanus,Red Sea Urchin,Oursin,Echinidae,,
157971,Strongylocentrotus franciscanus,Sea Urchin,Oursin Rouge,Echinidae,,
157975,Strongylocentrotus purpuratus,Sea Urchin,Oursin Violet,Echinidae,,
157975,Strongylocentrotus purpuratus,Purple Sea Urchin,Oursin,Echinidae,,
550914,Symphorichthys spp.,Snapper,Vivaneau,Lutjanidae,,
550915,Symphorus spp.,Snapper,Vivaneau,Lutjanidae,,
81271,Tagelus spp.,Tagelus,,Solecurtidae,,
81474,Tapes variegata,Clam,Palourde,Veneridae,Subject to Marine Toxins,Sujet aux toxines marines
170313,Taractichthys steindachneri,Pomfret,Castagnole,Bramidae,,
170479,Tautoga onitis,Blackfish,Tautogue Noir,Labridae,,
331161,Tectus niloticus,Topshell,troche,Trochidae,,
551297,Tenualosa   ilisha,,Alose hilsa,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
551297,Tenualosa   ilisha,Hilsa,,Clupeidae,Subject to Histamine,Sujet à la production d'histamine
172498,Tetrapturus spp.,Marlin,Makaire,Istiophoridae,Subject to Histamine,Sujet à la production d'histamine
172498,Tetrapturus spp.,Marlin,Makaire,Istiophoridae,Subject to Environmental Contaminants,Sujet aux contaminants environmentaux
162051,Thaleichthys pacificus,Eulachon,,Osmeridae,,
162051,Thaleichthys pacificus,Candlefish,Eulakane,Osmeridae,,
646253,Thamnaconus modestus,Black Scraper,,Monacanthidae,,
164722,Theragra chalcogramma,Alaskan Pollock,Goberge D'alaska,Gadidae,,
164722,Theragra chalcogramma,Walleye Pollock,Goberge D'alaska,Gadidae,,
164722,Theragra chalcogramma,Pollock,Goberge D'alaska,Gadidae,,
164722,Theragra chalcogramma,Big-eye Pollock,Goberge D'alaska,Gadidae,,
164722,Theragra chalcogramma,Alaska Pollock,Goberge,Gadidae,,
164722,Theragra chalcogramma,Pacific Pollock,Goberge D'alaska,Gadidae,,
172419,Thunnus alalunga,Albacore,Germon,Scombridae,Subject to Histamine,Sujet à la production d'histamine
