ï»¿Title,"All staff (excluding non-academic atypical) by academic contract marker, activity standard occupational classification, atypical marker, nationality, mode of employment and sex and academic year",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Location,UK,,,,,,
Academic years,2014/15 to 2018/19,,,,,,
Data source,HESA,,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb256/figure-2.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals. Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2014/15 non-atypical total,"403,835",,,,,,
2015/16 non-atypical total,"410,515",,,,,,
2016/17 non-atypical total,"419,710",,,,,,
2017/18 non-atypical total,"429,560",,,,,,
2018/19 non-atypical total,"439,955",,,,,,
2014/15 atypical total,"75,560",,,,,,
2015/16 atypical total,"72,020",,,,,,
2016/17 atypical total,"71,960",,,,,,
2017/18 atypical total,"68,845",,,,,,
2018/19 atypical total,"70,410",,,,,,
Last updated,Jan-20,,,,,,
,,,,,,,
,,,,,,,
Academic contract marker,Activity standard occupational classification,Mode of employment,Sex,Atypical marker,Nationality,Academic Year,Number
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,All,2015/16,130855
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,All,2016/17,133195
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,All,2017/18,136350
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,All,2018/19,139850
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,All,2014/15,76095
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,All,2015/16,77600
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,All,2016/17,79695
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,All,2017/18,81685
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,All,2018/19,84030
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,All,2014/15,52705
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,All,2015/16,53250
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,All,2016/17,53500
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,All,2017/18,54665
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,All,2018/19,55820
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,All,2014/15,76695
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,All,2015/16,77895
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,All,2016/17,79640
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,All,2017/18,81175
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,All,2018/19,82940
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,All,2014/15,63285
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,All,2015/16,64440
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,All,2016/17,65955
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,All,2017/18,67275
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,All,2018/19,68565
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,All,2014/15,13410
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,All,2015/16,13455
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,All,2016/17,13685
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,All,2017/18,13900
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,All,2018/19,14375
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,All,2014/15,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,All,2015/16,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,All,2016/17,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,All,2017/18,55
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,All,2018/19,100
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,All,2014/15,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,All,2015/16,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,All,2016/17,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,All,2017/18,45
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,All,2018/19,80
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,All,2014/15,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,All,2015/16,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,All,2016/17,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,All,2017/18,15
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,All,2018/19,20
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Non-European Union,2014/15,7760
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Non-European Union,2015/16,7860
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Non-European Union,2016/17,8160
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Non-European Union,2017/18,8220
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Non-European Union,2018/19,8600
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Non-European Union,2014/15,4690
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Non-European Union,2015/16,4795
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Non-European Union,2016/17,4985
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Non-European Union,2017/18,5115
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Non-European Union,2018/19,5335
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Non-European Union,2014/15,3070
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Non-European Union,2015/16,3065
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Non-European Union,2016/17,3175
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Non-European Union,2017/18,3105
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Non-European Union,2018/19,3265
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Non-European Union,2014/15,4865
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Non-European Union,2015/16,4970
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Non-European Union,2016/17,5170
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Non-European Union,2017/18,5250
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Non-European Union,2018/19,5455
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Non-European Union,2014/15,2780
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Non-European Union,2015/16,2875
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Non-European Union,2016/17,3030
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Non-European Union,2017/18,3110
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Non-European Union,2018/19,3240
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Non-European Union,2014/15,2085
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Non-European Union,2015/16,2095
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Non-European Union,2016/17,2135
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Non-European Union,2017/18,2140
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Non-European Union,2018/19,2215
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Non-European Union,2014/15,2890
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Non-European Union,2015/16,2890
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Non-European Union,2016/17,2990
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Non-European Union,2017/18,2965
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Non-European Union,2018/19,3140
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Non-European Union,2014/15,1905
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Non-European Union,2015/16,1920
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Non-European Union,2016/17,1950
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Non-European Union,2017/18,2000
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Non-European Union,2018/19,2090
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Non-European Union,2014/15,985
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Non-European Union,2015/16,970
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Non-European Union,2016/17,1040
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Non-European Union,2017/18,965
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Non-European Union,2018/19,1050
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Non-European Union,2014/15,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Non-European Union,2015/16,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Non-European Union,2016/17,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Non-European Union,2017/18,5
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Non-European Union,2018/19,5
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Non-European Union,2014/15,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Non-European Union,2015/16,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Non-European Union,2016/17,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Non-European Union,2017/18,5
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Non-European Union,2018/19,5
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Non-European Union,2014/15,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Non-European Union,2015/16,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Non-European Union,2016/17,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Non-European Union,2017/18,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Non-European Union,2018/19,0
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Other European Union,2014/15,11380
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Other European Union,2015/16,12490
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Other European Union,2016/17,13610
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Other European Union,2017/18,14515
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Other European Union,2018/19,15560
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Other European Union,2014/15,7305
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Other European Union,2015/16,8155
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Other European Union,2016/17,8885
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Other European Union,2017/18,9460
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Other European Union,2018/19,10160
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Other European Union,2014/15,4075
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Other European Union,2015/16,4335
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Other European Union,2016/17,4720
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Other European Union,2017/18,5055
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Other European Union,2018/19,5400
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Other European Union,2014/15,7845
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Other European Union,2015/16,8570
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Other European Union,2016/17,9385
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Other European Union,2017/18,10070
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Other European Union,2018/19,10805
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Other European Union,2014/15,4680
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Other European Union,2015/16,5205
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Other European Union,2016/17,5715
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Other European Union,2017/18,6120
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Other European Union,2018/19,6655
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Other European Union,2014/15,3165
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Other European Union,2015/16,3365
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Other European Union,2016/17,3675
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Other European Union,2017/18,3945
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Other European Union,2018/19,4155
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Other European Union,2014/15,3535
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Other European Union,2015/16,3925
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Other European Union,2016/17,4220
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Other European Union,2017/18,4445
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Other European Union,2018/19,4745
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Other European Union,2014/15,2625
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Other European Union,2015/16,2950
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Other European Union,2016/17,3175
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Other European Union,2017/18,3340
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Other European Union,2018/19,3505
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Other European Union,2014/15,905
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Other European Union,2015/16,975
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Other European Union,2016/17,1045
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Other European Union,2017/18,1105
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Other European Union,2018/19,1245
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Other European Union,2014/15,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Other European Union,2015/16,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Other European Union,2016/17,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Other European Union,2017/18,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Other European Union,2018/19,5
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Other European Union,2014/15,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Other European Union,2015/16,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Other European Union,2016/17,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Other European Union,2017/18,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Other European Union,2018/19,5
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Other European Union,2014/15,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Other European Union,2015/16,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Other European Union,2016/17,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Other European Union,2017/18,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,Other European Union,2018/19,0
Non-academic contract,Total non-academic staff,All,All,Non-atypical,UK,2014/15,183330
Non-academic contract,Total non-academic staff,All,All,Non-atypical,UK,2015/16,186115
Non-academic contract,Total non-academic staff,All,All,Non-atypical,UK,2016/17,189580
Non-academic contract,Total non-academic staff,All,All,Non-atypical,UK,2017/18,193820
Non-academic contract,Total non-academic staff,All,All,Non-atypical,UK,2018/19,197630
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,UK,2014/15,125375
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,UK,2015/16,127590
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,UK,2016/17,130820
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,UK,2017/18,133750
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,UK,2018/19,136485
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,UK,2014/15,57955
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,UK,2015/16,58525
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,UK,2016/17,58755
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,UK,2017/18,60070
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,UK,2018/19,61145
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,UK,2014/15,114385
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,UK,2015/16,116055
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,UK,2016/17,117825
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,UK,2017/18,120485
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,UK,2018/19,122995
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,UK,2014/15,67690
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,UK,2015/16,68850
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,UK,2016/17,70525
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,UK,2017/18,72145
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,UK,2018/19,73810
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,UK,2014/15,46700
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,UK,2015/16,47205
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,UK,2016/17,47300
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,UK,2017/18,48345
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,UK,2018/19,49185
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,UK,2014/15,68945
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,UK,2015/16,70055
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,UK,2016/17,71750
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,UK,2017/18,73285
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,UK,2018/19,74550
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,UK,2014/15,57685
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,UK,2015/16,58740
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,UK,2016/17,60295
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,UK,2017/18,61570
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,UK,2018/19,62605
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,UK,2014/15,11255
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,UK,2015/16,11315
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,UK,2016/17,11455
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,UK,2017/18,11715
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,UK,2018/19,11940
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,UK,2014/15,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,UK,2015/16,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,UK,2016/17,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,UK,2017/18,50
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,UK,2018/19,85
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,UK,2014/15,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,UK,2015/16,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,UK,2016/17,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,UK,2017/18,35
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,UK,2018/19,70
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,UK,2014/15,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,UK,2015/16,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,UK,2016/17,0
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,UK,2017/18,10
Non-academic contract,Total non-academic staff,Part-time,Other,Non-atypical,UK,2018/19,15
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Unknown,2014/15,3030
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Unknown,2015/16,2285
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Unknown,2016/17,1490
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Unknown,2017/18,1025
Non-academic contract,Total non-academic staff,All,All,Non-atypical,Unknown,2018/19,1095
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Unknown,2014/15,2015
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Unknown,2015/16,1505
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Unknown,2016/17,960
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Unknown,2017/18,675
Non-academic contract,Total non-academic staff,Full-time,All,Non-atypical,Unknown,2018/19,690
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Unknown,2014/15,1015
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Unknown,2015/16,780
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Unknown,2016/17,535
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Unknown,2017/18,350
Non-academic contract,Total non-academic staff,Part-time,All,Non-atypical,Unknown,2018/19,405
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Unknown,2014/15,1705
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Unknown,2015/16,1260
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Unknown,2016/17,815
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Unknown,2017/18,545
Non-academic contract,Total non-academic staff,All,Female,Non-atypical,Unknown,2018/19,590
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Unknown,2014/15,950
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Unknown,2015/16,675
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Unknown,2016/17,425
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Unknown,2017/18,305
Non-academic contract,Total non-academic staff,Full-time,Female,Non-atypical,Unknown,2018/19,325
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Unknown,2014/15,760
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Unknown,2015/16,585
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Unknown,2016/17,390
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Unknown,2017/18,235
Non-academic contract,Total non-academic staff,Part-time,Female,Non-atypical,Unknown,2018/19,265
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Unknown,2014/15,1325
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Unknown,2015/16,1025
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Unknown,2016/17,675
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Unknown,2017/18,480
Non-academic contract,Total non-academic staff,All,Male,Non-atypical,Unknown,2018/19,505
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Unknown,2014/15,1065
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Unknown,2015/16,830
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Unknown,2016/17,535
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Unknown,2017/18,365
Non-academic contract,Total non-academic staff,Full-time,Male,Non-atypical,Unknown,2018/19,365
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Unknown,2014/15,260
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Unknown,2015/16,195
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Unknown,2016/17,145
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Unknown,2017/18,115
Non-academic contract,Total non-academic staff,Part-time,Male,Non-atypical,Unknown,2018/19,140
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Unknown,2014/15,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Unknown,2015/16,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Unknown,2016/17,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Unknown,2017/18,0
Non-academic contract,Total non-academic staff,All,Other,Non-atypical,Unknown,2018/19,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Unknown,2014/15,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Unknown,2015/16,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Unknown,2016/17,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Unknown,2017/18,0
Non-academic contract,Total non-academic staff,Full-time,Other,Non-atypical,Unknown,2018/19,0
Total,Total,All,All,Non-atypical,All,2014/15,403835
Total,Total,All,All,Non-atypical,All,2015/16,410515
Total,Total,All,All,Non-atypical,All,2016/17,419710
Total,Total,All,All,Non-atypical,All,2017/18,429560
Total,Total,All,All,Non-atypical,All,2018/19,439955
Total,Total,Full-time,All,Non-atypical,All,2014/15,272250
Total,Total,Full-time,All,Non-atypical,All,2015/16,277070
Total,Total,Full-time,All,Non-atypical,All,2016/17,284060
Total,Total,Full-time,All,Non-atypical,All,2017/18,289730
Total,Total,Full-time,All,Non-atypical,All,2018/19,296185
Total,Total,Part-time,All,Non-atypical,All,2014/15,131585
Total,Total,Part-time,All,Non-atypical,All,2015/16,133450
Total,Total,Part-time,All,Non-atypical,All,2016/17,135650
Total,Total,Part-time,All,Non-atypical,All,2017/18,139830
Total,Total,Part-time,All,Non-atypical,All,2018/19,143765
Total,Total,All,Female,Non-atypical,All,2014/15,218030
Total,Total,All,Female,Non-atypical,All,2015/16,222200
Total,Total,All,Female,Non-atypical,All,2016/17,227670
Total,Total,All,Female,Non-atypical,All,2017/18,233550
Total,Total,All,Female,Non-atypical,All,2018/19,240215
Total,Total,Full-time,Female,Non-atypical,All,2014/15,129215
Total,Total,Full-time,Female,Non-atypical,All,2015/16,132030
Total,Total,Full-time,Female,Non-atypical,All,2016/17,136085
Total,Total,Full-time,Female,Non-atypical,All,2017/18,139510
Total,Total,Full-time,Female,Non-atypical,All,2018/19,143665
Total,Total,Part-time,Female,Non-atypical,All,2014/15,88810
Total,Total,Part-time,Female,Non-atypical,All,2015/16,90165
Total,Total,Part-time,Female,Non-atypical,All,2016/17,91585
Total,Total,Part-time,Female,Non-atypical,All,2017/18,94040
Total,Total,Part-time,Female,Non-atypical,All,2018/19,96550
Total,Total,All,Male,Non-atypical,All,2014/15,185805
Total,Total,All,Male,Non-atypical,All,2015/16,188315
Total,Total,All,Male,Non-atypical,All,2016/17,192040
Total,Total,All,Male,Non-atypical,All,2017/18,195920
Total,Total,All,Male,Non-atypical,All,2018/19,199575
Total,Total,Full-time,Male,Non-atypical,All,2014/15,143030
Total,Total,Full-time,Male,Non-atypical,All,2015/16,145035
Total,Total,Full-time,Male,Non-atypical,All,2016/17,147975
Total,Total,Full-time,Male,Non-atypical,All,2017/18,150145
Total,Total,Full-time,Male,Non-atypical,All,2018/19,152395
Total,Total,Part-time,Male,Non-atypical,All,2014/15,42775
Total,Total,Part-time,Male,Non-atypical,All,2015/16,43280
Total,Total,Part-time,Male,Non-atypical,All,2016/17,44065
