animal_id,animal_type,secondary_color,breed_group,primary_breed,tag_no,tag_type,tag_subtype,vaccine,serial_no,vet_id,location (1)
A573521,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A478046,DOG,WHITE,POODLE,BICHON FRISE,D14-050755,LIC SR,MAIL,SHIVELY,JF,,SHELTER
A555022,DOG,,TERRIER,JACK RUSS TER,R15-2522,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A575656,DOG,BROWN,MASTIFF,GREAT DANE,982000365620964,MICROCHIP,HLP WEB,,3954429,,LOCKBOX
A574839,DOG,WHITE,MASTIFF,ANATOL SHEPHERD,981020013650765,MICROCHIP,HLP WEB,,3928709,,LOCKBOX
A582717,DOG,,TOY,PUG,L16-035895,LIC ALTERED,HLP WEB,,4200815,G000361,LOCKBOX
A601730,DOG,,COLLIE,AUST SHEPHERD,985113000204280,MICROCHIP,HOME AGAIN,,,,SHELTER
A582986,DOG,,TOY,POMERANIAN,L17-038572,LIC ALTERED,HLP SCAN,,5702810,G000064,LOCKBOX
A588999,DOG,RED,HOUND,BEAGLE,L16-038816,LIC ALTERED,HLP WEB,,4486777,G000350,LOCKBOX
A605845,DOG,,TERRIER,JACK RUSS TER,,,,,,,
A460811,CAT,TAN,SHORTHAIR,DOMESTIC SH,L16-024129,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A575317,DOG,BROWN,TOY,DACHSHUND,,,,,,,
A521659,DOG,,MIX,MIX,L17-037567,LIC ALTERED,HLP SCAN,,5658771,G000068,LOCKBOX
A594987,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A465168,DOG,TAN,TERRIER,MIN PINSCHER,L14-011994,LIC ALTERED,HLP SCAN,,3274330,G000060,LOCKBOX
A573191,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-063533,LIC ALTERED,COUNTER,,AMC,G000338,SHELTER
A581321,CAT,,LONGHAIR,DOMESTIC MH,L15-037277,LIC ALTERED,HLP SCAN,,4151292,G000222,LOCKBOX
A626072,DOG,,TOY,YORKSHIRE TERR,L17-032463,LIC ALTERED,HLP SCAN,,6357559,G000075,LOCKBOX
A606031,DOG,,SHEPHERD,GERM SHEPHERD,L17-045597,LIC ALTERED,HLP SCAN,,6577832,G000074,LOCKBOX
A551233,DOG,,POODLE,POODLE MIN,,,,,,,
A565799,CAT,BLK TABBY,SHORTHAIR,DOMESTIC SH,,,,,,,
A580804,DOG,,SETTER/RETRIEVE,GOLDEN RETR,RAB9585055,RABIES CERT,VET,BANFIELD,LB,G000058,SHELTER
A597285,DOG,,TOY,CHIHUAHUA SH,,,,,,,
A556939,DOG,BLACK,TERRIER,TERRIER,L14-064516,LIC ALTERED,HLP WEB,,3428887,G000104,SHELTER
A608998,CAT,,SHORTHAIR,DOMESTIC SH,L16-023082,LIC ALTERED,VET,,AMC,G000088,SHELTER
A575023,DOG,TAN,TOY,CHIHUAHUA SH,R15-6283,RABIES CERT,COUNTER,METRO,,G000251,SHELTER
A568107,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-057720,LIC ALTERED,HLP IMPORT,,3739609,G000372,LOCKBOX
A559647,DOG,TAN,MASTIFF,ROTTWEILER,985112005137297,MICROCHIP RTO,COUNTER,,,G000057,SHELTER
A581885,DOG,WHITE,TERRIER,JACK RUSS TER,985112006925837,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A224424,DOG,WHITE,COLLIE,AUST SHEPHERD,3Y14-12001,LIC 3YSR,MAIL,DIXIE,JF,,SHELTER
A577064,DOG,,SHEPHERD,GERM SHEPHERD,L17-023088,LIC ALTERED,HLP WEB,,6599804,G000360,LOCKBOX
A599234,DOG,,SETTER/RETRIEVE,LABRADOR RETR,985113000308415,MICROCHIP,HLP SCAN,,6373418,,LOCKBOX
A606931,DOG,WHITE,MASTIFF,PIT BULL,L17-023464,LIC ALTERED,HLP WEB,,6657311,G000104,LOCKBOX
A562082,DOG,,HOUND,BASSET HOUND,L15-013378,LIC SR,MAIL,DIXIE,LB,G000053,SHELTER
A566711,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A593886,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-015445,LIC ALTERED,MAIL,,ARL,G000386,SHELTER
A565111,DOG,WHITE,MASTIFF,PIT BULL,L15-038508,LIC UNALTERED,COUNTER,,DMC,G000338,SHELTER
A558860,DOG,TAN,TOY,CHIHUAHUA SH,985112005603054,MICROCHIP,HOME AGAIN,,,G000135,SHELTER
A577367,DOG,,TOY,CHIHUAHUA SH,U16-008796,RABIES CERT,HLP SCAN,,5183357,G000340,LOCKBOX
A568680,FERRET,SABLE,,FERRET,L15-005628,LIC ALTERED,HLP WEB,,3764901,G000402,LOCKBOX
A566650,DOG,WHITE,MASTIFF,BOXER,L15-056939,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A631476,DOG,TAN,SETTER/RETRIEVE,LABRADOR RETR,985113001061717,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A586526,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-009759,LIC ASST,COUNTER,SENECA,DJR,G000360,SHELTER
A571436,DOG,,TOY,CHIHUAHUA SH,982000364912116,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A330477,DOG,WHITE,MASTIFF,BOXER,L14-054096,LIC ALTERED,VET,WESTPORT,LB,G000081,SHELTER
A574718,DOG,,TOY,CHIHUAHUA SH,U15-004990,RABIES CERT,HLP IMPORT,,3925352,G000058,LOCKBOX
A584432,DOG,,TOY,YORKSHIRE TERR,L17-045635,LIC SR,HLP SCAN,,6578399,G000074,LOCKBOX
A608409,DOG,,TOY,YORKSHIRE TERR,L16-024225,LIC ALTERED,VET,CHEROKEE,LB,G000062,SHELTER
A251743,DOG,WHITE,MASTIFF,PIT BULL,D06-017576,LIC UNALTERED,,CRUMS,,G000063,SHELTER
A562831,DOG,BROWN,SHEPHERD,GERM SHEPHERD,,,,,,,
A586536,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A555812,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L15-051316,LIC ALTERED,HLP SCAN,,3390350,G000071,LOCKBOX
A623086,DOG,,MASTIFF,PIT BULL,L17-046760,LIC UNALTERED,COUNTER,,ARL,G000372,LICENSE
A626126,DOG,,TOY,PUG,L17-034838,LIC ALTERED,VET,,AMC,G000289,LICENSE
A573857,DOG,,TOY,POMERANIAN,L17-022542,LIC ALTERED,HLP WEB,,6505999,G000355,LOCKBOX
A552216,DOG,,SPITZ,SIBERIAN HUSKY,,,,,,,
A571497,CAT,WHITE,SHORTHAIR,DOMESTIC SH,U15-44804,RAB VAC CERT.,VET,SENECA,ARL,G000360,SHELTER
A580480,DOG,WHITE,TOY,PAPILLON,L16-043373,LIC SR,HLP WEB,,5038896,G000357,LOCKBOX
A584772,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-049652,LIC ALTERED,COUNTER,SENECA,AMC,G000360,LICENSE
A554162,DOG,TAN,TERRIER,JACK RUSS TER,982000357719738,MICROCHIP,PET WATCH,,,,SHELTER
A607762,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,985112006613564,MICROCHIP,HLP WEB,,5274133,,LOCKBOX
A604854,DOG,,SPANIEL,COCKER SPAN,RAB9583156,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A504044,DOG,BROWN,COLLIE,AUST SHEPHERD,0A132A2050,MICROCHIP,PET WATCH,,,G000291,SHELTER
A590551,DOG,,,,L16-055572,LIC ALTERED,HLP SCAN,DOERR,4527401,G000066,SHELTER
A567811,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A609297,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A490529,DOG,WHITE,TOY,PUG,D14-039618,LIC ALTERED,ADOPT,MAS,,,SHELTER
A570070,DOG,BROWN,MASTIFF,AM PIT BULL TER,,,,,,,
A629091,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A581361,DOG,,MASTIFF,FRENCH BULLDOG,L16-011844,LIC ALTERED,HLP SCAN,,5078325,G000061,LOCKBOX
A617036,DOG,,POINTER,DOBERMAN PINSCH,L17-041525,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A584892,CAT,GREY,LONGHAIR,MAINE COON,U16-006883,RABIES CERT,HLP IMPORT,,4320456,G000057,LOCKBOX
A580129,DOG,WHITE,HOUND,BLACK MOUTH CUR,L15-009060,LIC ALTERED,HLP WEB,,4097057,G000357,SHELTER
A632916,DOG,WHITE,SIGHTHOUND,GREYHOUND,982000363942327,MICROCHIP,HLP WEB,,6663992,,LOCKBOX
A615104,CAT,WHITE,SHORTHAIR,DOMESTIC SH,RAB0373725,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A564728,DOG,,MASTIFF,BOXER,L15-025656,LIC ALTERED,MAIL,PETSPLUS,ARL,G000076,SHELTER
A630962,DOG,,SHEPHERD,GERM SHEPHERD,U17-009631,RABIES CERT,HLP SCAN,,6577748,G000075,LOCKBOX
A566008,DOG,,HOUND,BASSET HOUND,,,,,,,
A611627,DOG,,COLLIE,SHETLD SHEEPDOG,L17-037060,LIC 3Y,VET,JEFFERSON,LB,G000073,SHELTER
A610957,DOG,,HOUND,BEAGLE,L16-046783,LIC ALTERED,HLP SCAN,,5473024,G000222,LOCKBOX
A594401,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-032993,LIC 3Y,HLP SCAN,,5703056,G000067,LOCKBOX
A393270,DOG,WHITE,TOY,LHASA APSO,L15-070444,LIC ALTERED,COUNTER,SHIVELY,,G000338,SHELTER
A608377,CAT,,SHORTHAIR,DOMESTIC SH,L17-012169,LIC ALTERED,COUNTER,LMAS,,G124495,SHELTER
A575970,DOG,,TOY,CHIHUAHUA SH,U15-44967,RAB VAC CERT.,VET,SENECA,ARL,G000360,SHELTER
A611238,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A527215,DOG,,MASTIFF,PIT BULL,985112005990846,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A620372,DOG,WHITE,MASTIFF,PIT BULL,L17-049608,LIC UNALTERED,COUNTER,,AMC,G000338,LICENSE
A571177,DOG,TAN,TERRIER,MIN PINSCHER,R15-5047,RAB VAC CERT.,RESQ,MAS,,,SHELTER
A482637,DOG,BLACK,SHEPHERD,GERM SHEPHERD,L17-013088,LIC SR,COUNTER,JOHNSON AN,,G000344,SHELTER
A572874,DOG,WHITE,HOUND,BASSET HOUND,L15-056996,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A597541,DOG,BROWN,SHEPHERD,GERM SHEPHERD,RAB0376405,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A517788,DOG,,POINTER,GERM WH POINT,L17-004057,LIC ALTERED,HLP SCAN,,6445182,G000291,LOCKBOX
A564793,DOG,WHITE,COLLIE,BORDER COLLIE,L16-012245,LIC ALTERED,HLP SCAN,,4782532,G000060,LICENSE
A548948,CAT,WHITE,SHORTHAIR,DOMESTIC SH,R15-0528,RAB VAC CERT.,ADOPT,MAS,,G124495,SHELTER
A603113,CAT,WHITE,SHORTHAIR,DOMESTIC SH,985112008172278,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A566716,DOG,BLACK,TERRIER,SCHNAUZER MIN,L15-072943,LIC ALTERED,MAIL,SENECA,ARL,G000360,SHELTER
A583157,DOG,BROWN,HOUND,BEAGLE,L15-065143,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A557825,DOG,BLACK,SHEPHERD,GERM SHEPHERD,L16-044538,LIC ALTERED,HLP WEB,,5209417,G000402,LOCKBOX
A559906,DOG,,SIGHTHOUND,BASENJI,U15-002567,RABIES CERT,HLP IMPORT,,3515792,G000056,LOCKBOX
A563517,CAT,,SHORTHAIR,DOMESTIC SH,982000363890765,MICROCHIP,PET WATCH,,,G000088,SHELTER
A617691,CAT,BLACK,SHORTHAIR,DOMESTIC SH,,,,,,,
A550707,DOG,WHITE,MASTIFF,AM PIT BULL TER,L15-056042,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A587964,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L16-003985,LIC ALTERED,MAIL,VET,,G000402,SHELTER
A555513,DOG,WHT,TERRIER,RAT TERRIER,985112004143310,MICROCHIP,HLP IMPORT,,3341162,,LOCKBOX
A607693,CAT,,SHORTHAIR,DOMESTIC SH,L17-013340,LIC ALTERED,ADOPT,LMAS,,G000404,SHELTER
A568300,CAT,,SHORTHAIR,DOMESTIC SH,L16-049981,LIC SR,COUNTER,DIXIE,ARL,G000053,SHELTER
A603310,DOG,,POODLE,POODLE TOY,L16-004305,LIC ALTERED,VET,SNIP,LB,G000372,SHELTER
A606695,DOG,,MASTIFF,PIT BULL,,,,,,,
A554632,DOG,WHITE,TOY,CHIHUAHUA LH,,,,,,,
A598522,DOG,,TERRIER,PARSON RUSS TER,L16-001881,LIC ALTERED,HLP SCAN,,4841568,G000250,LOCKBOX
A584412,DOG,WHITE,SPITZ,AKITA,,,,,,,
A588044,DOG,,,,U16-007489,RABIES CERT,HLP SCAN,,4457043,G000340,LOCKBOX
A573797,DOG,,TOY,SHIH TZU,L17-021730,LIC ALTERED,HLP WEB,,6376376,G000076,LOCKBOX
A578088,DOG,WHITE,MASTIFF,AMERICAN STAFF,R15-1307,RAB VAC CERT.,RESQ,MAS,,,SHELTER
A628629,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L17-053140,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A612740,DOG,,TOY,YORKSHIRE TERR,,,,,,,
A579877,DOG,TAN,TERRIER,JACK RUSS TER,L15-019069,LIC SR,VET,KHS,LB,G000088,SHELTER
A560337,DOG,,TOY,CHIHUAHUA LH,985112005211666,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A633003,CAT,,SHORTHAIR,DOMESTIC SH,L18-031202,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A580762,DOG,BROWN,SHEPHERD,GERM SHEPHERD,985112004376827,MICROCHIP,HLP IMPORT,,4132413,,LOCKBOX
A590607,DOG,,TOY,DACHSHUND,R16-3192,RAB VAC CERT.,RESQ,MAS,,,SHELTER
A603999,DOG,,TOY,CHIHUAHUA LH,L17-000939,LIC ALTERED,HLP SCAN,,6578785,G000250,LOCKBOX
A597854,DOG,WHITE,TOY,CHIHUAHUA SH,L16-014094,LIC SR,COUNTER,SHIVELY,,G000338,SHELTER
A575268,DOG,TAN,TOY,DACHSHUND,RABIES44869,RAB VAC CERT.,VET,,AMC,G000360,SHELTER
A555474,DOG,,SETTER/RETRIEVE,LABRADOR RETR,985112003266784,MICROCHIP,HLP WEB,,3318585,,LOCKBOX
A611910,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-016367,LIC ALTERED,HLP WEB,,5524643,G000358,LOCKBOX
A571798,DOG,TAN,MASTIFF,PIT BULL,985112006346223,MICROCHIP RTO,HOME AGAIN,,ARL,G124495,SHELTER
A590338,DOG,,SETTER/RETRIEVE,LABRADOR RETR,,,,,,,
A590604,DOG,,MASTIFF,PIT BULL,L16-011103,LIC ALTERED,MAIL,SHIVELY,LB,G000338,SHELTER
A604471,CAT,BRN TABBY,SHORTHAIR,DOMESTIC SH,L17-022933,LIC 3Y,HLP WEB,,6571526,G000354,LOCKBOX
A564930,DOG,BLACK,TOY,CHIHUAHUA LH,L15-023125,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A621345,DOG,WHITE,COLLIE,BORDER COLLIE,985 113 001 061 424,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A560471,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L15-003090,LIC ALTERED,HLP WEB,,3529576,G000376,LOCKBOX
A600892,DOG,,MASTIFF,BOXER,L16-033938,LIC UNALTERED,COUNTER,,AMC,G000068,SHELTER
A589856,DOG,APRICOT,TOY,SHIH TZU,985112004969461,MICROCHIP,HLP WEB,,4504815,,LOCKBOX
A595128,DOG,BLACK,SHEPHERD,GERM SHEPHERD,L17-014057,LIC ALTERED,VET,SNIP,LB,G000372,SHELTER
A567037,DOG,TAN,TOY,YORKSHIRE TERR,L15-019237,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A592807,DOG,,HOUND,PLOTT HOUND,L16-008277,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A559933,CAT,BROWN WHIT,SHORTHAIR,DOMESTIC SH,U15-002603,RABIES CERT,HLP IMPORT,,3515828,G000058,LOCKBOX
A582645,DOG,,MASTIFF,PIT BULL,0A127C1859,MICROCHIP,HLP IMPORT,,4200592,,LOCKBOX
A617016,DOG,BROWN,TOY,CHIHUAHUA SH,L17-041620,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A606685,CAT,,LONGHAIR,DOMESTIC MH,L16-044451,LIC ALTERED,HLP WEB,,5194552,G000076,LOCKBOX
A510510,DOG,WHITE,MASTIFF,ENG BULLDOG,985112002247819,MICROCHIP RTO,HOME AGAIN,,,,SHELTER
A567618,DOG,,COLLIE,AUST SHEPHERD,L15-025105,LIC ALTERED,HLP SCAN,,3728104,G000067,LOCKBOX
A620957,DOG,WHITE,TOY,BOSTON TERRIER,L17-047743,LIC ALTERED,COUNTER,STONE,KLM,G000374,SHELTER
A554937,DOG,BROWN,SHEPHERD,GERM SHEPHERD,L17-037807,LIC ALTERED,HLP SCAN,,6368255,G000291,LOCKBOX
A591429,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-005297,LIC ALTERED,HLP SCAN,,4565675,G000069,LOCKBOX
A574007,DOG,WHITE,TOY,SHIH TZU,L14-019245,LIC ALTERED,VET,KHS,ARL,G000088,SHELTER
A616759,DOG,CREAM,TOY,POMERANIAN,L17-018165,LIC 3Y,HLP WEB,,5815152,G000078,LOCKBOX
A626602,CAT,,SHORTHAIR,DOMESTIC SH,L17-037779,LIC ALTERED,HLP SCAN,,6368471,G000291,LOCKBOX
A540412,DOG,BLACK,MASTIFF,PIT BULL,L15-029358,LIC UNALTERED,HLP SCAN,,4151563,G000250,LOCKBOX
A590274,DOG,,TOY,YORKSHIRE TERR,L16-016987,LIC UNALTERED,COUNTER,,AMC,G000069,SHELTER
A238878,DOG,,TOY,DACHSHUND LH,L15-028618,LIC UNALTERED,COUNTER,,AMC,G000098,SHELTER
A590510,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L16-056261,LIC ALTERED,HLP SCAN,,4527142,G000067,LOCKBOX
A535055,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A599614,DOG,,POODLE,POODLE MIN,RAB9353887,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A611657,DOG,WHITE,COLLIE,BORDER COLLIE,L17-037009,LIC ALTERED,VET,JEFFERSON,LB,G000073,SHELTER
A619699,DOG,WHITE,MASTIFF,AMER BULLDOG,L17-009835,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A580770,DOG,,TOY,POMERANIAN,U16-006007,RABIES CERT,HLP IMPORT,,4132424,G000057,LOCKBOX
A596316,DOG,,COLLIE,QUEENSLAND HEEL,L15-073268,LIC ALTERED,VET,,AMC,G000088,SHELTER
A593045,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A615080,DOG,,MASTIFF,PIT BULL,,,,,,,
A557821,CAT,WHITE,SHORTHAIR,DOMESTIC SH,,,,,,,
A581951,CAT,WHITE,SHORTHAIR,SNOWSHOE,L15-039343,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A564087,DOG,,MASTIFF,AMERICAN STAFF,L15-018156,LIC ALTERED,HLP SCAN,,3633188,G000069,LOCKBOX
A591136,DOG,,TOY,LHASA APSO,,,,,,,
A418736,DOG,,TERRIER,RAT TERRIER,D13-003453,LIC ALTERED,VET,GAILOR,HMA,G000069,SHELTER
A607890,DOG,,HOUND,RHOD RIDGEBACK,RAB9926280,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A612479,DOG,BROWN,TOY,CHIHUAHUA SH,,,,,,,
A549582,DOG,BLACK,COLLIE,BORDER COLLIE,L15-015104,LIC ALTERED,COUNTER,MAS,DJR,G124495,SHELTER
A551597,DOG,,SETTER/RETRIEVE,LABRADOR RETR,U15-000507,RABIES CERT,HLP SCAN,,3229154,G000291,LOCKBOX
A522652,DOG,,SETTER/RETRIEVE,LABRADOR RETR,985112000296579,MICROCHIP,HLP SCAN,,3632381,,LOCKBOX
A602581,DOG,BROWN,MASTIFF,ROTTWEILER,L17-019720,LIC ALTERED,HLP WEB,,6057372,G000371,LOCKBOX
A554916,DOG,WHITE,MASTIFF,PIT BULL,,,,,,,
A585309,DOG,BLACK,TOY,PUG,,,,,,,
A583201,DOG,WHITE,SHEPHERD,GERM SHEPHERD,,,,,,,
A563133,DOG,,SETTER/RETRIEVE,NEWFOUNDLAND,L16-036989,LIC ALTERED,HLP WEB,,4316447,G000104,LOCKBOX
A628257,CAT,WHITE,LONGHAIR,DOMESTIC MH,L17-014785,LIC ALTERED,VET,,AMC,G000088,LICENSE
A571282,RABBIT,BLACK,RABBIT,HIMALAYAN,985112006320949,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A572104,DOG,,MIX,MIX,RAB8939776,RABIES CERT,VET,BANFIELD,KS,G000057,SHELTER
A576181,DOG,,HOUND,BEAGLE,,,,,,,
A630033,DOG,,TERRIER,MIN PINSCHER,L17-048308,LIC ALTERED,COUNTER,,ARL,G000088,LICENSE
A576279,DOG,TAN,COLLIE,SHETLD SHEEPDOG,L16-042810,LIC ALTERED,HLP WEB,,4975387,G000066,LOCKBOX
A491068,DOG,WHITE,SETTER/RETRIEVE,LABRADOR RETR,L15-025271,LIC ALTERED,HLP SCAN,,3826550,G000067,LOCKBOX
A330649,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L15-038194,LIC SR,HLP SCAN,,4255621,G000075,LOCKBOX
A572305,DOG,,TOY,POMERANIAN,RAB8939740,RABIES CERT,VET,BANFIELD,KS,G000057,SHELTER
A582690,DOG,WHITE,COLLIE,AUST SHEPHERD,RAB9577899,RABIES CERT,VET,BANFIELD,LB,G000057,SHELTER
A319457,DOG,RED,SHEPHERD,GERM SHEPHERD,L15-053302,LIC SR,MAIL,FAIRLEIGH,ARL,G000098,SHELTER
A558123,DOG,WHITE,TERRIER,JACK RUSS TER,L16-034643,LIC ALTERED,MAIL,,AMC,G000078,SHELTER
A620906,DOG,,SPITZ,ALASKAN HUSKY,L17-001018,LIC SR,COUNTER,,AMC,G000338,LICENSE
A606601,DOG,,TOY,DACHSHUND,RAB46156,RABIES CERT,VET,SENECA,LB,G000360,SHELTER
A553724,CAT,WHITE,SHORTHAIR,DOMESTIC SH,L17-044976,LIC ALTERED,MAIL,SHIVELY,EMS,G000338,SHELTER
A480759,DOG,BLACK,COLLIE,BORDER COLLIE,L16-059328,LIC 3Y,VET,JEFFERSON,LB,G000073,SHELTER
A577730,CAT,,SHORTHAIR,DOMESTIC SH,L15-050203,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A603480,DOG,,HOUND,BEAGLE,L16-007282,LIC ALTERED,VET,KHS,EMS,G000088,SHELTER
A585586,DOG,WHITE,TOY,SHIH TZU,985112006831476,MICROCHIP ADO,HOME AGAIN,MAS,,,SHELTER
A587435,CAT,,SHORTHAIR,DOMESTIC SH,,,,,,,
A615819,DOG,WHITE,COLLIE,AUST SHEPHERD,L17-041712,LIC ALTERED,VET,KHS,LB,G000088,SHELTER
A529969,DOG,,POODLE,POODLE MIN,L15-025302,LIC ALTERED,HLP SCAN,,3858198,G000067,LOCKBOX
A596521,CAT,CRM TABBY,SHORTHAIR,DOMESTIC SH,,,,,,,
A588260,CAT,,SHORTHAIR,DOMESTIC SH,L16-003739,LIC 3Y,MAIL,,AMC,G000076,SHELTER
A553550,DOG,,TOY,YORKSHIRE TERR,L15-011443,LIC ALTERED,HLP SCAN,,3815444,G000060,LOCKBOX
A629359,DOG,,SPITZ,AMER ESKIMO,981020019491068,MICROCHIP,HLP SCAN,,6490701,,LOCKBOX
A563207,DOG,BLACK,TERRIER,JACK RUSS TER,L16-025087,LIC ALTERED,HLP SCAN,ALL ABOUT,4457553,G000075,SHELTER
A254360,DOG,TAN,POINTER,DOBERMAN PINSCH,D10-048642,LIC ALTERED,,SO END,JF,,SHELTER
A112004,DOG,TAN,SETTER/RETRIEVE,LABRADOR RETR,D05-016611,LIC ALTERED,,,,,SHELTER
A578688,DOG,WHITE,COLLIE,BORDER COLLIE,985112005825123,MICROCHIP,HLP IMPORT,,4043731,,LOCKBOX
A572339,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-008452,LIC ALTERED,MAIL,,AMC,G000057,LICENSE
A481196,DOG,,MASTIFF,PIT BULL,D12-047621,LIC ALTERED,VET,GAILOR,TR,,SHELTER
A553503,DOG,,TERRIER,RAT TERRIER,L14-058313,LIC ALTERED,HLP SCAN,,3274575,G000060,LOCKBOX
A574177,DOG,,MASTIFF,CANE CORSO,985 112 006 517 005,MICROCHIP ADO,HOME AGAIN,,,,SHELTER
A581973,DOG,,SETTER/RETRIEVE,LABRADOR RETR,0A115E1A0B,MICROCHIP,HLP WEB,,4174868,,LOCKBOX
A550596,DOG,BROWN,TOY,SHIH TZU,L15-009064,LIC ALTERED,HLP WEB,,4092035,G000341,SHELTER
A363818,DOG,,HOUND,BEAGLE,M027628334,MICROCHIP,AVID,SHIVELY,DMC,G000338,SHELTER
A554588,DOG,,TERRIER,JACK RUSS TER,U14-02981,RAB VAC CERT.,VET,AUBURNDALE,LB,G000052,SHELTER
A550792,CAT,BLACK,SHORTHAIR,DOMESTIC SH,,,,,,,
A592935,DOG,,SETTER/RETRIEVE,LABRADOR RETR,R16-3488,RAB VAC CERT.,RESQ,MAS,,G124495,SHELTER
A575527,CAT,,SHORTHAIR,DOMESTIC SH,L15-022953,LIC ALTERED,ADOPT,MAS,,G124495,SHELTER
A599705,CAT,WHITE,SHORTHAIR,DOMESTIC SH,RAB8724679,RABIES CERT,VET,BANFIELD,LB,G000056,SHELTER
A631238,DOG,,MIX,MIX,L17-007720,LIC 3Y,HLP SCAN,,6578705,G000068,LOCKBOX
A612563,DOG,,SPITZ,KEESHOND,L17-025633,LIC ASST,COUNTER,SPRINGHURS,KLM,G000341,SHELTER
A590390,DOG,,SETTER/RETRIEVE,BERNESE MTN DOG,R16-3176,RAB VAC CERT.,RESQ,MAS,,,SHELTER
A251367,DOG,,HOUND,BEAGLE,D08-041894,LIC SR,,SHIVELY,JG,,SHELTER
A612336,DOG,,TOY,YORKSHIRE TERR,L16-032633,LIC SR,HLP SCAN,,5553232,G000071,LOCKBOX
A609581,DOG,,COLLIE,AUST CATTLE DOG,985113000787592,MICROCHIP RTO,HOME AGAIN,,,,SHELTER
A485024,DOG,,SETTER/RETRIEVE,GOLDEN RETR,L15-033333,LIC ALTERED,HLP SCAN,,3537646,G000060,SHELTER
A621349,DOG,WHITE,COLLIE,BORDER COLLIE,L17-028922,LIC ALTERED,ADOPT,LMAS,,G124495,SHELTER
A577862,CAT,,SHORTHAIR,DOMESTIC SH,L15-029707,LIC ALTERED,HLP SCAN,,4034129,G000068,LOCKBOX
A598872,DOG,BROWN,MASTIFF,PIT BULL,RAB9353892,RABIES CERT,VET,BANFIELD,KS,G000057,SHELTER
A633118,DOG,,SETTER/RETRIEVE,LABRADOR RETR,L17-023593,LIC ALTERED,HLP WEB,,6676972,G000343,LOCKBOX
A572370,DOG,,TOY,DACHSHUND,L16-025308,LIC ALTERED,HLP SCAN,,4782338,G000075,LOCKBOX
A602383,DOG,,SIGHTHOUND,ITAL GREYHOUND,L16-019514,LIC ALTERED,HLP SCAN,,4997436,G000075,LOCKBOX
