ï»¿Title,"All staff (excluding atypical) by age group, disability status, ethnicity, nationality, sex, academic contract marker and activity standard occupational classification",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
Age Group,66 and over,Northern Ireland,Non-academic contract,Administrative and secretarial occupations,10
Age Group,66 and over,Northern Ireland,Non-academic contract,Skilled trades occupations,5
Age Group,66 and over,Northern Ireland,Non-academic contract,"Caring, leisure and other service occupations",0
Age Group,66 and over,Northern Ireland,Non-academic contract,Sales and customer service occupations,0
Age Group,66 and over,Northern Ireland,Non-academic contract,"Process, plant and machine operatives",0
Age Group,66 and over,Northern Ireland,Non-academic contract,Elementary occupations,10
Age Group,66 and over,Northern Ireland,Non-academic contract,Total non-academic staff,35
Age Group,66 and over,Scotland,Academic contract,"Managers, directors and senior officials",5
Age Group,66 and over,Scotland,Academic contract,Professional occupations,560
Age Group,66 and over,Scotland,Academic contract,Associate professional and technical occupations,5
Age Group,66 and over,Scotland,Academic contract,Clerical and manual occupations,0
Age Group,66 and over,Scotland,Academic contract,Total academic staff,570
Age Group,66 and over,Scotland,Non-academic contract,"Managers, directors and senior officials ",15
Age Group,66 and over,Scotland,Non-academic contract,Professional occupations ,30
Age Group,66 and over,Scotland,Non-academic contract,Associate professional and technical occupations ,50
Age Group,66 and over,Scotland,Non-academic contract,Administrative and secretarial occupations,160
Age Group,66 and over,Scotland,Non-academic contract,Skilled trades occupations,10
Age Group,66 and over,Scotland,Non-academic contract,"Caring, leisure and other service occupations",20
Age Group,66 and over,Scotland,Non-academic contract,Sales and customer service occupations,0
Age Group,66 and over,Scotland,Non-academic contract,"Process, plant and machine operatives",10
Age Group,66 and over,Scotland,Non-academic contract,Elementary occupations,175
Age Group,66 and over,Scotland,Non-academic contract,Total non-academic staff,475
Age Group,66 and over,Wales,Academic contract,"Managers, directors and senior officials",5
Age Group,66 and over,Wales,Academic contract,Professional occupations,355
Age Group,66 and over,Wales,Academic contract,Associate professional and technical occupations,0
Age Group,66 and over,Wales,Academic contract,Clerical and manual occupations,0
Age Group,66 and over,Wales,Academic contract,Total academic staff,360
Age Group,66 and over,Wales,Non-academic contract,"Managers, directors and senior officials ",5
Age Group,66 and over,Wales,Non-academic contract,Professional occupations ,20
Age Group,66 and over,Wales,Non-academic contract,Associate professional and technical occupations ,20
Age Group,66 and over,Wales,Non-academic contract,Administrative and secretarial occupations,55
Age Group,66 and over,Wales,Non-academic contract,Skilled trades occupations,5
Age Group,66 and over,Wales,Non-academic contract,"Caring, leisure and other service occupations",10
Age Group,66 and over,Wales,Non-academic contract,Sales and customer service occupations,0
Age Group,66 and over,Wales,Non-academic contract,"Process, plant and machine operatives",0
Age Group,66 and over,Wales,Non-academic contract,Elementary occupations,25
Age Group,66 and over,Wales,Non-academic contract,Total non-academic staff,135
Age Group,66 and over,All,Academic contract,"Managers, directors and senior officials",25
Age Group,66 and over,All,Academic contract,Professional occupations,7745
Age Group,66 and over,All,Academic contract,Associate professional and technical occupations,30
Age Group,66 and over,All,Academic contract,Clerical and manual occupations,0
Age Group,66 and over,All,Academic contract,Total academic staff,7805
Age Group,66 and over,All,Non-academic contract,"Managers, directors and senior officials ",100
Age Group,66 and over,All,Non-academic contract,Professional occupations ,395
Age Group,66 and over,All,Non-academic contract,Associate professional and technical occupations ,440
Age Group,66 and over,All,Non-academic contract,Administrative and secretarial occupations,905
Age Group,66 and over,All,Non-academic contract,Skilled trades occupations,105
Age Group,66 and over,All,Non-academic contract,"Caring, leisure and other service occupations",155
Age Group,66 and over,All,Non-academic contract,Sales and customer service occupations,30
Age Group,66 and over,All,Non-academic contract,"Process, plant and machine operatives",60
Age Group,66 and over,All,Non-academic contract,Elementary occupations,970
Age Group,66 and over,All,Non-academic contract,Total non-academic staff,3160
Disability status,Known to have a disability,England,Academic contract,"Managers, directors and senior officials",15
Disability status,Known to have a disability,England,Academic contract,Professional occupations,7920
Disability status,Known to have a disability,England,Academic contract,Associate professional and technical occupations,75
Disability status,Known to have a disability,England,Academic contract,Clerical and manual occupations,0
Disability status,Known to have a disability,England,Academic contract,Total academic staff,8010
Disability status,Known to have a disability,England,Non-academic contract,"Managers, directors and senior officials ",435
