County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Chautauqua,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Otsego,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,S5B,G5
Franklin,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Tompkins,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Chenango,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
St. Lawrence,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,S3,G4G5
Orleans,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Ulster,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Schenectady,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
Oswego,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Medium fen,Medium Fen,S2S3,G3G4
Sullivan,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,S2S3,G5?
New York,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,S5,G5
Niagara,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Chemung,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Erie,Plant,Flowering Plants,Sedges,Carex tenuiflora,Sparse-flowered Sedge,S1,G5
Herkimer,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,S3B,G5
St. Lawrence,Animal,Birds,Flycatchers,Contopus cooperi,Olive-sided Flycatcher,S3B,G4
Broome,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Dutchess,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich graminoid fen,Rich Graminoid Fen,S1S2,G3
Essex,Plant,Flowering Plants,Sedges,Eleocharis robbinsii,Robbins Spike Rush,S3,G4G5
Westchester,Animal,Amphibians,Frogs and Toads,Lithobates kauffeldi,Atlantic Coast Leopard Frog,S1S2,G3G4
Rockland,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead,S2,G5T4
Ontario,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Greene,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Atriplex dioica,Thickleaf Orach,S1,G5
Chemung,Plant,Flowering Plants,Other Flowering Plants,Ptelea trifoliata var. trifoliata,Wafer Ash,S1S2,G5T5
Yates,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,S5B,G5
Ulster,Animal,Birds,"Ducks, Geese, Waterfowl",Cygnus olor,Mute Swan,SNA,G5
Washington,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Tompkins,Animal,Animal Assemblages,Animal Assemblages,Waterfowl Winter Concentration Area,Waterfowl Winter Concentration Area,S3S4,GNR
Monroe,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Albany,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Suffolk,Animal,Butterflies and Moths,Moths,Papaipema appassionata,Pitcher Plant Borer Moth,SU,G4
Queens,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Egretta caerulea,Little Blue Heron,S2,G5
Dutchess,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Nassau,Plant,Flowering Plants,Sedges,Scleria reticularis,Reticulated Nut Sedge,S3,G4
Westchester,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,S1,G5
Yates,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Schenectady,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,S5B,G5
Rensselaer,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,S3B,G4
Orange,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,S5,G5
Chemung,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Clinton,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,S2S3,G5
Columbia,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,S4,G5
New York,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,S3,G5
Seneca,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Greene,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Tioga,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,S3,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,S2S3,G5?
Chemung,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Ontario,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,S1,G5
Erie,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,S5,G5
Essex,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Fulton,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl,S5,G5
Orleans,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Warren,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Greene,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Broome,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet,S5B,G5
Delaware,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Saratoga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Schoharie,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,S5B,G5
Herkimer,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,S2,G5
Suffolk,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-blackgum swamp,Red Maple-Blackgum Swamp,S2,G3G4
Yates,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch,S5,G5
Otsego,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo,S5B,G5
Franklin,Plant,Flowering Plants,Grasses,Piptatheropsis canadensis,Canada Rice Grass,S2,G5
Cortland,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler,S5B,G5
Monroe,Plant,Flowering Plants,Other Flowering Plants,Viola bicolor,Field Pansy,S1,G5
Niagara,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Niagara,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,S5,G5
Onondaga,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Suffolk,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,S3S4,G4G5
Cortland,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler,S5B,G5
Livingston,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler,S5B,G5
Sullivan,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Lewis,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,Golden Dock,S1,G5
Wayne,Natural Community,Uplands,Open Uplands,Great Lakes bluff,Great Lakes Bluff,S2S3,G4
Bronx,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Ulster,Animal,"Bees, Wasps, and Ants",Bees,Bombus (Thoracobombus) pensylvanicus,American Bumble Bee,S1,G3G4
Steuben,Plant,Flowering Plants,Other Flowering Plants,Carya laciniosa,Big Shellbark Hickory,S2,G5
Orange,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake,S5,G5
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,S1,G5
Putnam,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,S5,G5
Greene,Animal,Birds,Crows and Jays,Corvus ossifragus,Fish Crow,S4,G5
Cortland,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,S5B,G5
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ptarmicoides,Upland Goldenrod,S3,G5
Wyoming,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Ulster,Animal,Birds,Thrushes and Bluebirds,Catharus bicknelli,Bicknell's Thrush,S2S3B,G4
Saratoga,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,S5B,G5
Ulster,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,S3,G5T3
Bronx,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,S2S3,G5
Chenango,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Orange,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Lewis,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,S5B,G5
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum farwellii,Farwell's Water Milfoil,S2,G5
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,S2S3,G5
Sullivan,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,S5,G5
St. Lawrence,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Suffolk,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Fulton,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Tompkins,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich graminoid fen,Rich Graminoid Fen,S1S2,G3
Ontario,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,S3,G5T3
Saratoga,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,S3B,G4
Ulster,Plant,Mosses,Peat Mosses,Sphagnum tenellum,Soft-leaved peat moss,S2,G5
Suffolk,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,S5B,G5
Washington,Plant,Flowering Plants,Sedges,Schoenoplectiella smithii var. setosa,SmithÂ¿s Bristly Bulrush,S1,G5?TNR
Rockland,Plant,Flowering Plants,Orchids,Isotria medeoloides,Small Whorled Pogonia,S1,G2?
Broome,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Cattaraugus,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Allegany,Animal,Fish,Catfishes,Ameiurus melas,Black Bullhead,S1,G5
Warren,Plant,Conifers,Conifers,Pinus banksiana,Jack Pine,S3,G5
Lewis,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
Hamilton,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Broome,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,S5B,G5
Washington,Animal,Mussels and Clams,Freshwater Mussels,Potamilus alatus,Pink Heelsplitter,S2S3,G5
St. Lawrence,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Essex,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,S2S3,G5
Monroe,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Columbia,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,S5B,G5
Livingston,Animal,Birds,Larks,Eremophila alpestris,Horned Lark,S3S4B,G5
Greene,Plant,Mosses,Other Mosses,Mnium lycopodioides,Clubmoss lantern moss,S2,G5?
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,S1,G5
Franklin,Natural Community,Subterranean,Natural Caves,Terrestrial cave community,Terrestrial Cave Community,S2S3,G4
Montgomery,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,S5B,G5
Franklin,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Erie,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum boreale,Northern Bog Aster,S2,G5
Tompkins,Animal,Butterflies and Moths,Butterflies and Skippers,Pyrgus wyandot,Southern Grizzled Skipper,SH,G1G2Q
Madison,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,S5B,G5
Chenango,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,S3,G4
Bronx,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,S3,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Lewis,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum torreyi,Torrey's Mountain Mint,S1,G2
Washington,Natural Community,Rivers and Streams,Natural Rivers and Streams,Rocky headwater stream,Rocky Headwater Stream,S4,G4
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Hydroprogne caspia,Caspian Tern,S1,G5
St. Lawrence,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
St. Lawrence,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Yates,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Schoharie,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Delaware,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,S1,G5
Erie,Animal,Fish,Sturgeons and Paddlefish,Acipenser fulvescens,Lake Sturgeon,S2S3,G3G4
Greene,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Washington,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus argentatus,Herring Gull,S5,G5
Fulton,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Genesee,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich sloping fen,Rich Sloping Fen,S1S2,G3
Counties Unknown,Plant,Flowering Plants,Other Flowering Plants,Polygala brevifolia,Short-leaved Milkwort,SX,G4G5
Columbia,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher,S5,G5
Allegany,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,S5B,G5
Orange,Animal,Butterflies and Moths,Butterflies and Skippers,Parrhasius m-album,White-m Hairstreak,SU,G5
Tioga,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Livingston,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Ulster,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,S1,GNR
Orange,Plant,Flowering Plants,Rushes,Juncus debilis,Weak Rush,S1,G5
Seneca,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,S3,G5
Rockland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Oneida,Plant,Flowering Plants,Sedges,Carex sartwellii,Sartwell's Sedge,S1S2,G4G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum pinnatum,Green Parrot's Feather,S1,G5
Columbia,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
Oneida,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher,S5B,G5
Chenango,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Tioga,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Essex,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake,S4,G5
Yates,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Nassau,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Downy Lettuce,S1,G5?
Albany,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,S3B,G5
Dutchess,Animal,Mammals,Rabbits and Hares,Sylvilagus transitionalis,New England Cottontail,S1S2,G3
Monroe,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,"S3B,S3N",G5
Richmond,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
Livingston,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Cattaraugus,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Saratoga,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,S3,G5
Schoharie,Animal,Birds,Owls,Asio otus,Long-eared Owl,"S2S3B,SNRN",G5
Essex,Animal,Reptiles,Snakes,Coluber constrictor,Racer,S4,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Scutellaria elliptica var. elliptica,Hairy Skullcap,SX,G5T5
Rensselaer,Animal,Mammals,Rabbits and Hares,Sylvilagus transitionalis,New England Cottontail,S1S2,G3
Rockland,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Oneida,Animal,Birds,Creepers,Certhia americana,Brown Creeper,S5,G5
Livingston,Animal,Dragonflies and Damselflies,Dragonflies,Cordulegaster obliqua,Arrowhead Spiketail,S3,G4
Broome,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,S2,G5
Suffolk,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
Rockland,Animal,Amphibians,Frogs and Toads,Scaphiopus holbrookii,Eastern Spadefoot,S2S3,G5
Dutchess,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Oneida,Plant,Conifers,Conifers,Juniperus horizontalis,Creeping Juniper,S1,G5
Allegany,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Dutchess,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Richmond,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Scutellaria elliptica var. elliptica,Hairy Skullcap,SX,G5T5
Chautauqua,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,S5,G5
Ulster,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Cattaraugus,Animal,Fish,Darters and Sunfishes,Etheostoma camurum,Bluebreast Darter,S1,G4
Rensselaer,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,S2,G5
Clinton,Animal,Dragonflies and Damselflies,Dragonflies,Ophiogomphus colubrinus,Boreal Snaketail,S1,G5
Westchester,Animal,Birds,Parrots and Parakeets,Myiopsitta monachus,Monk Parakeet,SNA,G5
Hamilton,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Actitis macularius,Spotted Sandpiper,S5B,G5
Warren,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl,S3,G5
Orleans,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,S4,G5
Schoharie,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler,S5B,G5
Orleans,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee,S5B,G5
Lewis,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall,S3,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Chenopodium standleyanum,Standley's Goosefoot,S1S3,G5
Greene,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Wayne,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,S3,G5
Franklin,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,S2S3,G5
Columbia,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Genesee,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Rensselaer,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo,S5B,G5
Warren,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Wyoming,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,S5B,G5
Broome,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Nassau,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow,S5B,G5
Cattaraugus,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,S2,G5
Putnam,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,S2S3B,G3G4
Oneida,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,SH,G5T5
Monroe,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,S1,G5
Putnam,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Chemung,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Richmond,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Suffolk,Animal,Birds,Sparrows and Towhees,Ammodramus caudacutus,Saltmarsh Sharp-tailed Sparrow,S3B,G4
Cattaraugus,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Hedeoma hispida,Rough Pennyroyal,S2S3,G5
Washington,Natural Community,Uplands,Open Uplands,Shoreline outcrop,Shoreline Outcrop,S3S4,G5
Columbia,Animal,Birds,Vireos,Vireo griseus,White-eyed Vireo,S4B,G5
Greene,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Herkimer,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Greene,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge,S2,G5T5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Callitriche terrestris,Terrestrial Starwort,S2S3,G5
Queens,Plant,Flowering Plants,Grasses,Panicum amarum var. amarum,Dune Panic Grass,S3,G5T5?
Chenango,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
Ulster,Plant,Flowering Plants,Other Flowering Plants,Cuscuta polygonorum,Smartweed Dodder,S1,G5
Nassau,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Dutchess,Plant,Mosses,Other Mosses,Fissidens fontanus,Water pocket moss,S2,G5
St. Lawrence,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Otsego,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Westchester,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut,S4,G4
Washington,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Albany,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,S1S2,G5T4T5
Ulster,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop-skullcap,S1,G5
Yates,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,S5,G5
Rensselaer,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Rensselaer,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,S1,G5
Suffolk,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster,S3,G5
Hamilton,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
Oswego,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Essex,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Wayne,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex,SNA,GU
Allegany,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,S4,G4
Richmond,Plant,Flowering Plants,Orchids,Spiranthes vernalis,Spring Ladies' Tresses,S1S2,G5
Rensselaer,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Onondaga,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,S1,G5
Washington,Plant,Flowering Plants,Other Flowering Plants,Agalinis paupercula,Small-flowered Agalinis,S3,G5
Columbia,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush,S5B,G5
Rensselaer,Animal,Birds,"Ducks, Geese, Waterfowl",Mergus merganser,Common Merganser,S5,G5
Livingston,Natural Community,Uplands,Open Uplands,Shale cliff and talus community,Shale Cliff and Talus Community,S3,G4
Columbia,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,S5,G5
Ulster,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Schenectady,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,S5,G5
Sullivan,Animal,Dragonflies and Damselflies,Damselflies,Argia translata,Dusky Dancer,S1,G5
Dutchess,Animal,Dragonflies and Damselflies,Dragonflies,Somatochlora linearis,Mocha Emerald,S2S3,G5
