County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Broome,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon,SNA,G5
Chautauqua,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Greene,Natural Community,Uplands,Barrens and Woodlands,Calcareous talus slope woodland,Calcareous Talus Slope Woodland,S3,G3G4
Chemung,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Seneca,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Dutchess,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Westchester,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Allegany,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,S5B,G5
Genesee,Animal,Birds,"Ducks, Geese, Waterfowl",Anas clypeata,Northern Shoveler,S2,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Melanthium virginicum,Virginia Bunchflower,SH,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Sesuvium maritimum,Sea Purslane,S1,G5
Wayne,Animal,Birds,"Rails, Coots and Cranes",Rallus limicola,Virginia Rail,S5,G5
Ontario,Plant,Flowering Plants,Other Flowering Plants,Tilia americana var. heterophylla,White Basswood,SH,G5T5
Suffolk,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,S5B,G5
Allegany,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Greene,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Dutchess,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Chemung,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,S1,G5
Tompkins,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler,S5B,G5
Greene,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,S4,G4
Chenango,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Kings,Plant,Flowering Plants,Sedges,Cyperus retrorsus,Retrorse Flatsedge,S1,G5
Dutchess,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Livingston,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Cattaraugus,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Allegany,Animal,Birds,Swallows,Progne subis,Purple Martin,S4B,G5
Steuben,Animal,Fish,"Minnows, Shiners, Suckers",Notropis procne,Swallowtail Shiner,S2,G5
Dutchess,Animal,Reptiles,Turtles,Trachemys scripta,Slider,SNA,G5
Essex,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,S2S3,G4
Lewis,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake,S4,G5
Orleans,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Livingston,Natural Community,Uplands,Forested Uplands,Appalachian oak-pine forest,Appalachian Oak-Pine Forest,S4,G4G5
Clinton,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,S5,G5
Columbia,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Broome,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper,S3,G4G5
Columbia,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Broome,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
Madison,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Wayne,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,"S2S3B,SNRN",G5
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Valerianella chenopodiifolia,Goosefoot Corn Salad,S1,G4
Rockland,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Queens,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Rockland,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,S4,G5
Monroe,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow,S3B,G5
Lewis,Plant,Flowering Plants,Orchids,Neottia bifolia,Southern Twayblade,S1S2,G4
Wyoming,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,S2,G4
Otsego,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Herkimer,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Kings,Animal,Birds,Starlings,Sturnus vulgaris,European Starling,SNA,G5
Albany,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,S1,G3
Erie,Animal,Mussels and Clams,Freshwater Mussels,Ptychobranchus fasciolaris,Kidneyshell,S2,G4G5
Westchester,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Rumex hastatulus,Heart Sorrel,SH,G5
Westchester,Plant,Flowering Plants,Sedges,Bolboschoenus novae-angliae,Saltmarsh Bulrush,S1,G5
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Scolopax minor,American Woodcock,S5B,G5
Cattaraugus,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,S5B,G5
New York,Plant,Flowering Plants,Other Flowering Plants,Gentiana saponaria,Soapwort Gentian,S1,G5
Sullivan,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Cayuga,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,Seaside Bulrush,S2,G5
Onondaga,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler,SNA,GNA
Niagara,Animal,Birds,Owls,Strix varia,Barred Owl,S5,G5
Wayne,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Genesee,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,S3,G4T4
Orange,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
Orleans,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher,S3B,G5
Richmond,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
St. Lawrence,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge,S2S3,G5
Schuyler,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,S4,G4
Clinton,Plant,Flowering Plants,Sedges,Carex formosa,Handsome Sedge,S2,G4
Erie,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,S3,G5
Steuben,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush,S5B,G5
Ulster,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Ontario,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Chautauqua,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Scutellaria parvula var. parvula,Small Skullcap,S3,G4T4
Wyoming,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher,S3B,G5
Franklin,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Bronx,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Nassau,Plant,Flowering Plants,Other Flowering Plants,Chenopodium berlandieri var. macrocalycium,Large Calyx Goosefoot,S1S2,G5T4
Delaware,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,S5,G5
Rensselaer,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Lewis,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Clinton,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo,S5B,G5
Wyoming,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander,S4,G5
Suffolk,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,S5B,G5
Dutchess,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker,S5B,G5
Rockland,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,S1,G3
Kings,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago mexicana,Mexican Seaside Goldenrod,S1,G5T5?
Rockland,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
St. Lawrence,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,"S3B,S3N",G5
Ulster,Animal,Dragonflies and Damselflies,Damselflies,Argia translata,Dusky Dancer,S1,G5
Niagara,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Kings,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Chemung,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Yates,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Silver maple-ash swamp,Silver Maple-Ash Swamp,S3,G4
Schoharie,Animal,Reptiles,Snakes,Agkistrodon contortrix,Copperhead,S3,G5
Oneida,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Essex,Natural Community,Lakes and Ponds,Natural Lakes and Ponds,Mesotrophic dimictic lake,Mesotrophic Dimictic Lake,S3S4,G4
Cortland,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Lewis,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Butorides virescens,Green Heron,S5,G5
Schuyler,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,S5,G5
Queens,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Schenectady,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,"S3B,S3N",G5
Rensselaer,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Rumex hastatulus,Heart Sorrel,SH,G5
Ulster,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish,S2S3,G5
Cayuga,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,S1,G5
Genesee,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Kings,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,S5B,G5
Bronx,Animal,Reptiles,Turtles,Terrapene carolina,Eastern Box Turtle,S3,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,S2S3,G5
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Suffolk,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Cattaraugus,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Schuyler,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Nassau,Animal,Reptiles,Snakes,Heterodon platirhinos,Eastern Hog-nosed Snake,S3,G5
Cayuga,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Clinton,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,S5B,G5
Clinton,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush,S5B,G5
Jefferson,Animal,Butterflies and Moths,Moths,Virbia aurantiaca,Orange Holomelina,SU,G5
Orleans,Plant,Flowering Plants,Orchids,Platanthera leucophaea,Eastern Prairie Fringed Orchid,SH,G2G3
Oswego,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Herkimer,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Washington,Plant,Ferns and Fern Allies,Quillworts,Isoetes lacustris,Large-spored Quillwort,S3,G5
Saratoga,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow,S5B,G5
Lewis,Animal,Fish,Catfishes,Ameiurus melas,Black Bullhead,S1,G5
Genesee,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Essex,Plant,Ferns and Fern Allies,Clubmosses,Diphasiastrum complanatum,Northern Running-pine,S1S2,G5
Orange,Plant,Flowering Plants,Sedges,Cyperus subsquarrosus,Dwarf Bulrush,S1,G5
Westchester,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,S5,G5
Onondaga,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Eriocaulon parkeri,Estuary Hatpins,SX,G3
Wyoming,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
Lewis,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum ontarionis,Ontario Aster,S3,G5
Schoharie,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
Tioga,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,S5,G5
Oswego,Animal,Birds,"Ducks, Geese, Waterfowl",Anas platyrhynchos x rubripes,Mallard x Am. Black Duck Hybrid,SNA,GNA
Herkimer,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Erie,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Hemlock-hardwood swamp,Hemlock-Hardwood Swamp,S4,G4G5
Chenango,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,S4B,G5
Cattaraugus,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,S1,G5
Seneca,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,S2,G4
Columbia,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,S3,G5
Franklin,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler,S5B,G5
Madison,Animal,Birds,Finches and Crossbills,Loxia leucoptera,White-winged Crossbill,S2S3,G5
Schenectady,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Seneca,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Schenectady,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Cirsium altissimum,Tall Thistle,SX,G5
Orange,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,S5,G5
Yates,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird,S5B,G5
Sullivan,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
St. Lawrence,Plant,Flowering Plants,Orchids,Calypso bulbosa var. americana,Calypso,SH,G5T5?
Wyoming,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow,S5B,G5
Allegany,Animal,Birds,"Ducks, Geese, Waterfowl",Branta canadensis,Canada Goose,S5,G5
Orange,Animal,Butterflies and Moths,Moths,Hemileuca maia ssp. 5,Coastal Barrens Buckmoth,S2,G5T3
Suffolk,Natural Community,Uplands,Barrens and Woodlands,Pitch pine-scrub oak barrens,Pitch Pine-Scrub Oak Barrens,S1,G2
Delaware,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Cortland,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery,S5B,G5
Bronx,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,S1S2,G5T5?
Cayuga,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Cathartes aura,Turkey Vulture,S4B,G5
Essex,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Tompkins,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad,S5,G5
Suffolk,Plant,Flowering Plants,Rushes,Juncus brachycarpus,Short-fruited Rush,S1,G4G5
Westchester,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Niagara,Animal,Fish,Perches,Aphredoderus sayanus gibbosus,Western Pirate Perch,S1,G5T5
Montgomery,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,S5B,G5
Sullivan,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,SNA,G5
Nassau,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,S5,G5
Nassau,Animal,Birds,Vireos,Vireo griseus,White-eyed Vireo,S4B,G5
Suffolk,Animal,Butterflies and Moths,Moths,Eucoptocnemis fimbriaris,Fringed Dart,S1,G4
Yates,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle,S5,G5
Livingston,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler,SNA,GNA
Chemung,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,S3?B,G4
Seneca,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,S1,G5
Schoharie,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,S5,G5
Tompkins,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,S2,G5
Rockland,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,S5,G5
Madison,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter gentilis,Northern Goshawk,"S3S4B,S3N",G5
Suffolk,Plant,Flowering Plants,Sedges,Eleocharis equisetoides,Knotted Spike Rush,S2,G4
Albany,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Oswego,Natural Community,Uplands,Open Uplands,Shale cliff and talus community,Shale Cliff and Talus Community,S3,G4
Franklin,Plant,Flowering Plants,Other Flowering Plants,Ceratophyllum echinatum,Prickly Hornwort,S3,G4?
Chemung,Plant,Conifers,Conifers,Juniperus horizontalis,Creeping Juniper,S1,G5
Chemung,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler,S5B,G5
Essex,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,"S2S3B,S2N",G5
Lewis,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,S2S3,G5
Suffolk,Natural Community,Uplands,Forested Uplands,Maritime beech forest,Maritime Beech Forest,S1,G2
Queens,Plant,Flowering Plants,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Screw-stem,S1,G5T5
Clinton,Natural Community,Uplands,Open Uplands,Calcareous shoreline outcrop,Calcareous Shoreline Outcrop,S2,G3G4
Wayne,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Orange,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,S3,G5
Putnam,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
Albany,Animal,Birds,Owls,Asio otus,Long-eared Owl,"S2S3B,SNRN",G5
Rensselaer,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Suffolk,Plant,Flowering Plants,Orchids,Spiranthes vernalis,Spring Ladies' Tresses,S1S2,G5
Cattaraugus,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird,S5B,G5
Niagara,Plant,Flowering Plants,Other Flowering Plants,Castilleja coccinea,Scarlet Indian-paintbrush,S1,G5
Jefferson,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,S4B,G5
Suffolk,Animal,Butterflies and Moths,Moths,Anisota senatoria,Orange-striped Oakworm Moth,SU,G5
Hamilton,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush,S1S2,G5
Niagara,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,S2S3,G5
Hamilton,Animal,Birds,Woodpeckers,Picoides dorsalis,American Three-toed Woodpecker,S2,G5
Richmond,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Yates,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,S2S3,G5
Madison,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,S4,G5T4T5
Ulster,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Chautauqua,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Warren,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,S2S3,G5
Schenectady,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird,S5B,G5
Oneida,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,S2S3,G5
Suffolk,Plant,Flowering Plants,Rushes,Luzula bulbosa,Hairy Wood Rush,S3,G5
Ontario,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,"S3B,S1N",G5
Genesee,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,S2S3,G5
Kings,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift,S5B,G5
Westchester,Animal,Beetles,Carrion Beetles,Nicrophorus americanus,American Burying Beetle,SH,G2G3
Cortland,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo,S5B,G5
New York,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker,S5,G5
Sullivan,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Westchester,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Franklin,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog,S3,G4
Albany,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
Montgomery,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,S5B,G5
Warren,Plant,Flowering Plants,Other Flowering Plants,Polygonum douglasii,Douglas' Knotweed,S1S2,G5
Chenango,Animal,Mussels and Clams,Freshwater Mussels,Alasmidonta varicosa,Brook Floater,S1,G3
Chemung,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Cayuga,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush,S5B,G4
Columbia,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,S5B,G5
Genesee,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Herkimer,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
Wayne,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,S1,G4
Lewis,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Shallow emergent marsh,Shallow Emergent Marsh,S5,G5
Genesee,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,S5,G5
Rockland,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,S5,G5
Schenectady,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,S5B,G5
Warren,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow,S5B,G5
Onondaga,Animal,Fish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,S2?,G3
Hamilton,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,S1,G5
Putnam,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,S5B,G5
Oneida,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Orange,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,S5B,G5
Madison,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Botaurus lentiginosus,American Bittern,S4,G4
Saratoga,Animal,Birds,Swallows,Progne subis,Purple Martin,S4B,G5
