COMPANY NAME,COUNTY,TOWN,API WELL NUMBER,WELL NAME,WELL STATUS CODE,WELL TYPE CODE
Amsterdam Gas & Oil,Montgomery,Palatine,31057000000000,Nellis Benjamin S  1,UN,DW
Unknown,Allegany,Wirt,31003700000000,Jakima S 55,UN,NL
Geneva Gas,Ontario,Seneca,31069000000000,Stewart Nurseries 1,UM,DW
Unknown,Oneida,Rome,31065000000000,Hazleton,UM,GD
Unknown,Cattaraugus,Allegany,31009700000000,KC 829,UN,NL
Unknown,Chautauqua,Hanover,31013000000000,Newton Emiline 1,UN,NL
Acme Drilling,Steuben,Troupsburg,31101000000000,Dearman 1,UM,DW
"Dougherty, F.L.",Cattaraugus,Persia,31009000000000,Willet 1,UM,GD
Finance Oil & Gas,Erie,Brant,31029100000000,Patterson R-4,UN,GD
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 010,UL,IW
Unknown,Allegany,Bolivar,31003700000000,OR 56,UL,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 853,UN,NL
Finance Oil & Gas,Erie,Collins,31029100000000,Kittle R-60 (I-1662),UN,GD
Village of Dexter,Jefferson,Brownville,31045000000000,Dexter Village Water 9,UN,SG
Unknown,Allegany,Independence,31003100000000,Robert Clark 1,UM,GD
Unknown,Allegany,Bolivar,31003700000000,Dunn P 81,UN,NL
Unknown,Allegany,Alma,31003700000000,Fisher J 38,UN,NL
Unknown,Allegany,Bolivar,31003700000000,PG 21,UM,NL
Unknown,Steuben,Hartsville,31101000000000,Unnamed,UM,GW
Unknown,Allegany,Bolivar,31003700000000,PG 25,UM,NL
Unknown,Allegany,Bolivar,31003700000000,PG 14,UM,NL
Unknown,Allegany,Genesee,31003600000000,Oconnor 27,UL,OD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Coleman U9,UL,OD
"Bingham, T.H. et al",Steuben,Rathbone,31101000000000,Caparulo 2,UL,GD
Moore Producing Co.,Allegany,Bolivar,31003700000000,Curtis Farm 613(G),UL,OD
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 126,UN,NL
Unknown,Seneca,Waterloo,31099000000000,Unnamed,UM,GW
"Hogan Energy, Inc.",Allegany,Clarksville,31003700000000,Ferrington 12,UL,IW
"Tjhung, Frank T.",Allegany,Wellsville,31003700000000,GPS 1161,UM,IW
Unknown,Allegany,Alma,31003700000000,Fisher J 26,UN,NL
"BDH Oil, Inc.",Cattaraugus,Olean,31009600000000,James Lease 17,UL,OD
"Energy Control Unlimited, Inc.",Cattaraugus,Cold Spring,31009200000000,"Visker, A 1",UL,GD
Pennzoil Products Co.,Allegany,Bolivar,31003600000000,Green 36,UL,OD
Unknown,Orleans,Murray,31073100000000,T-3,UM,SG
"B.C.R. Development, Inc.",Allegany,Alma,31003700000000,Lot 86 024,UL,IW
Unknown,Allegany,Bolivar,31003700000000,Arbogast J 136,UN,NL
Unknown,Allegany,Wirt,31003700000000,Jakima S 42,UM,NL
James V. Joyce/DBA Pipeline Co.,Broome,Triangle,31007100000000,Lewis 1,UL,GW
Unknown,Cattaraugus,Allegany,31009700000000,KC 418,UN,NL
Carey Oil,Cattaraugus,Allegany,31009700000000,Carey 280(G),UL,OD
Knights Creek Oil Co.,Allegany,Scio,31003700000000,McKee 1041(G),UL,IW
Unknown,Cattaraugus,Allegany,31009700000000,KC 733,UN,NL
Elko Oil & Gas Co.,Cattaraugus,Randolph,31009000000000,Hotchkiss 2,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young P-43,UL,IW
Phoenix Gas Co.,Seneca,Seneca Falls,31099000000000,Well 9,UM,GD
Sandy Creek Oil & Gas,Oswego,Sandy Creek,31075000000000,Sanford,UM,GW
Unknown,Cattaraugus,Allegany,31009700000000,KC 799,UN,NL
Moore Producing Co.,Allegany,Bolivar,31003600000000,Curtis Farm 133,UL,IW
Unknown,Allegany,Alma,31003700000000,Balcerak G 36,UL,NL
NY Gas & Elec.,Erie,Alden,31029000000000,Mathis F,UM,GD
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Young 0-8,UL,OD
"BDH Oil, Inc.",Cattaraugus,Allegany,31009700000000,Nichols Run Hw-22,UN,IW
Unknown,Cattaraugus,Red House,31009100000000,Allegany State Park 21,UN,NL
"Lee Oil Company, Inc.",Steuben,West Union,31101600000000,Rex 5,UL,NL
Pulaski Gas & Oil,Oswego,Richland,31075000000000,Calkens 2,UM,DH
Bradley Producing Corp.,Allegany,Clarksville,31003600000000,Gray U1,UL,NL
Unknown,Allegany,Alma,31003700000000,Root F 3,UN,NL
Unknown,Cattaraugus,Allegany,31009700000000,KC 950,UN,NL
Unknown,Cattaraugus,Allegany,31009600000000,McGuire 4,UL,OD
Unknown,Allegany,Bolivar,31003600000000,Phillips Farm 44,UL,OD
